date,rating,comment,Category,Sub-Level
"May 12, 2024",Rated 2 stars out of five stars,"The ui/ux sucks, always switches keyboard layouts without and it cant configured. There is not clear way to open the translation details.. the ui is so minimalist that you would expect it to somehow naturally gives what you want but it does not. Edit: Also i am surprised that the reverse translation button is hidden in the three dots menu, thats one of the main features i personally use while translating. Probably it should be more prominent, not only when kbrd open",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The new Android 11 redesign has not only made the app unintuitive and unpleasant to use, but also has ruined apps'behaviour. If I insert Russian word into it while it's in English-Russian mode, it will offer to 'translate from Russian' (just as it would in the previous version of the app), and if I click on that option, it will translate the word from Russian into Russian, instead of guessing that I want to translate it into English (as it would do in the old version of the app) 😡",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Suddenly requires the Google app also be installed to use camera translation. If one turns off the radios you get ""this feature is unavailable offline"" for voice translation however with radios on and no service it will occasionally display a warning message to the effect of, this translation was done offline so it's definitely possible for it to voice offline, it simply doesn't let you deliberately not send yourself to google",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"It's very helpful for when I need a quick translation on the go and don't have my laptop with me. I feel like the quality of Google Translate overall varies depending on what you're using. Using the website on my laptop is by far the best way to look things up, with this app being a close second. I do mainly use it for Japanese, though, and I do find that there are a lot of problems with it. But it has gotten much better over the years! Keep it up and I might raise it to a 5.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"It's a good app, but since I got my Samsung Note10+ I have an issue with (tap to translate) option, as it doesn't work smoothly as before. After enabling the option appears the pop up icon permanent on my screen which is annoying. It used to appear only when I copy a text. So, please fix it, because I find it the most helpful option in this app.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,The GUI of the app is so NOT user friendly. It's not convenient to work with and you can not easily edith the text (as the translated text will appear in front of it and you just see one line of the original text. This bug can be handled easily. I waited for the newer updates but it is still the same and it seems that no one cares about this issue.,Bugs,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"In general & functionally it is a very good app just recently: the ""tap to translates"" function got some problems after your last update. 1- now it is alway on the screen the way is bothering! 2- after killing it, if I want to have it again, must go to app setting to reactivate 3- this translation ball's function also got some problems itself! sometimes runaway from my finger touch! and hide at the top right corner of the screen! appreciate your attention 😊🌹",Compatibility & Update,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Downloaded this app for a trip to Japan, and downloaded the Japanese language pack for offline translation... then tested the app in airplane mode and wow is it bad! The translations I'm getting offline are totally different than the results for the same translations online. This is a HUGE problem because free WiFi is extremely hard to find in Japan, so this app is pretty much useless to me without internet. Seriously, the translations aren't even close offline vs online. Useless to me!!",Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"This app is very nice and user-friendly. I like it very much. I would have rated it 5 star 🌟 but I have two problems with it otherwise it is the best dictionary app. Firstly, it is missing pictures for the words. And secondly, sometimes it shows no hindi meanings for certain words and sometimes no definition. I hope the maker will act on this. Thank You.🙂🙂🙂",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Edit : l got a quick, typical response telling me to send my comment below as a feedback to the developer following some menus. A super typical way to avoid hearing users. Do you have a problem to communicate internally? There's no option to select a voice based on your gender. It speaks with female voice only. If you're male and you use Google translate it speaks with female voice for your translation and it's totally weird.",Usability,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"It always miss the last word, and with the last release it's ridiculous that the button to start the speech disappears after I use it and I have to delete what I said in order to use the button again. It was better the old version, instead of changing the button (getting the app worse, please focus on fixing the problem of the last word that the translator always miss, thank-you",Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"I've used this app for years and the floating icon was my favorite feature since 2016 or so. The way it works now is very uncomfortable, I always get distracted while reading because now I have to activate it manually. Not sure why this update was needed. At first I thought something is wrong with my phone and tried to reinstall the app, but turns out it wasn't just a lag? I hope the feature will be back :(",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"What is happening with tap to translate on Android 10? 🙄 Edit: problem with tap to translate, on previous version of Android it worked just fine, I would copy text, there would be pop up for translating. Now I have to keep pop up icon on display all the time, if remove it from screen, it won't work and you have to admit that is very annoying. Premission for notications are given.",Uncategorized,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,I'm sorry but you guys took a perfectly good and useful app and totally botched it up! The floating Google Translate bubble used to come on automatically when you copied a text and now it disappears when you tap on Google translate and you have to go through more steps to get a translation. Also with the floating bubbles staying on the screen all the time is quite annoying! This translator is now much more complicated to use than it was before and I'm very dissatisfied with the changes!,Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Now forced to sign in, so Google can track you more and sell your data. Plus removed the ""Scan"" feature, camera function now leads to a useless Google Lens. The live camera translation is almost always useless because of the moving hand, Scan is the only way of getting a useful translation from image. And I don't want a stupid reply telling me to give feedback, you guys never listen anyway, just to pretend you're doing something about problems.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Recent updates have removed several useful features like being able to highlight what text you want to translate when taking a picture and translating pictures live. Now you have to capture a picture of whatever you want to translate with no option to highlight or select the portions of what you want translated, instead it will attempt to translate everything in the picture all at once.",Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"This app helps me a lot when it comes to learning new languages. Mostly, it's easy to use, and with the offline features, I can translate wherever I go... I also made a lot of new friends from different parts of the world, I've learn to speak portuguese and spanish. With the tap to translate method, I can easily translate whatsapp messages, which is a social app I'm mostly active on... I've made a lot of friends from Brazil and Morocco... Thank you for making my learning experiences easier...",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"This app became terrible after the massive design change. Now after I write a word, it more often than not autocorrects the word to something else and even when I keep correcting the word, it just keeps autocorrecting to something the app thinks is right. Not only that but after the design update, it's so hard to get around the app. Hard to find the history, very buggy and slow, just overall a sad change for what used to be a great app.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Used the app for many years as I do not live in my native country. The app gets worse with every update. From removing basic easy-to-access UI features like ""Translation History"" to now, the latest ""feature"" is that ""Offline Translation"" no longer works without an internet connection. Need to find an alternative app.",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"The only issue I have is that the app sometimes puts two spaces at the beginning of translated sentences instead of one, even when there is only one space at the beginning of the sentence in the original text. A slight irritation for most uses, but very inconvenient for large projects that require proofreading.",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Awesome translator app. I mostly use it for Russian, Polish, and Greek, and as far as I can tell it's accurate. One problem. I can't put something I copied from a foreign language in. It just goes right to the screen you see when you open it. No translation. I find this insanely annoying, if you fix it I will make it five stars.",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"You're genuinely better off using translate in a Google search on Chrome, or even any other translation software rather than this mess. The devs ruined the app, they somehow removed the keyboard language auto swapping feature, which in itself makes everything slower and more awkward, but also decided to create a new slower to use and less productive UI, with no choice to change. It is now visually boring and unappealing. It is now difficult to use. It is now bug ridden.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The latest update has some issues. It doesn't translate as in previous version in Tap to translate mode. As an example if we translate from Spanish to English. Previously when we copy the Spanish text and then automatically translate to English and then when we touch translate it lets us to type English as we want. But now it doesn't switch the language and when we touch new translation, it shows again Spanish. It sucks. It needs to be fixed.",Bugs,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"I need window minimisation feature in this app,no any other requirement needed for me. Plz consider this request and add that feature along with the next update. Thank you 👍",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"How much longer until the previous version (that worked perfectly fine) is brought back? Really tired of wanting to translate something directly from the page I am reading and this feature, more often than not, simply not working. Please don't persist on this new failed design and functionality and just take one step back to something that was great.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Terrible update. I used GT for everything. Before you just had to copy text and click GT and your copied text would pop up. You could also click on the GT to open the app and edit the text. If the issue was history of last translated word, should have just added that option. But now when you copy and click the pop up, you have to erase everything and paste every single time. Need to navigate options for opening app. Shamefully inconvenient. One page worth used to take 9 minutes but now takes 35",Bugs,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"This is very harsh updated version app. Previous version is much better then this one. One more issue, previously we are allowed to use offline version but in latest version we are not allowed to use it. I don't have any problem with interface. Might be UI/UX dev is trying to do something new experimentally 🤔. But why you removed offline features 😕. Bring it back please.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"In newer versions, Google violates their own design guidelines. Notifications are supposed to be timely and relevant. However Google has removed the feature where copying foreign text shows you a translation. Instead now you have to accept a permanent floating icon forever and tap that. For reading a long Kindle book in a foreign language I now have to do one hundred extra taps I didn't before, and when not reading I have to put up with this ugly floating icon. Going to search for old versions",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"At first, I was able to translate anything without a problem, especially since I am translating chapters from some novels, but then a message popped up saying Back up your translation history, it doesn't matter what option I chose, but after that, no matter what chapter I try to translate, a message appears saying that It is not possible to translate because the maximum number of characters is exceeded, and no matter how much I try to delete the application and re-download it, it's won't solved",Usability,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"i am having trouble using photo translate. whenever i try to translate like that, it shows aim on text and then suddenly goes back to the google translate logo. the old version was better. this version is so buggy. i even tried to delete and reinstall but there was no use. please help me with this problem. i really need this for my class assignment.",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Upd: problem is fixed, thanks! Out of blue, app stopped working. Tried complete uninstall, clear cache, storage, fresh install. After that it's working for one time. But on the next day - again same issue: ""Can't translate Check your connection and try again"". Obviously, there's internet ( writing this review using same device & connection ). Is there any known issue with such service now?",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The new update is totally out of use. The new version is not friendly at all. It has ruined us. The floating option was the most convenient way to use, which has resteicted is now from using the floating option. In the main app, while writing, the keyboard pops up and restraint from seeing what we write. I am in search for how to uninstall this update or in search of other translator.",Request Info,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"The app is incredibly unwieldy if you want to edit whatever text you might have copied and pasted into it. It only displays a ridiculously narrow edit bar, while the rest of the screen is unused. Older versions that I used to use didn't have this issue and this poor edit functionality really breaks my experience using it.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,The GUI of the update is horrendous. Every advantage of the older version is functionality worse. If I want to write a character from another language it takes 2 or 3 keystrokes more when before it was one. I can't write in slip screen anymore! Everything is so big. Tap to translate is broken. Please just let me go back and no more updates.,Compatibility & Update,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"""Tap to Translate"" is not working properly. Previously it translates a copied word with a tap in floating icon. But now it has to paste the copied word separately in the floating icon to translate. Previous version was way better. Update - 30.6.2022 Same problem again. Tap to translate is not showing the option in which you can just tap the icon and translate. Now you have to clear the field and paste everything to get the translation.",Compatibility & Update,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"I want it to show the translation back to English first. I always copy the output, swap the languages around, then paste the output into the input to see just how wrong the sentence is. Would be good if this was built in. The photo scanning/translating function is pretty terrible (the Microsoft one works way better).",Uncategorized,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"Super! Like the new UI! For those who suffer so much: just take one minute and learn the damn interface. It became more convenient to use, the buttons are bigger, the text is larger, synonyms are clickable now and the UI looks nice. Few wishes to the devs: place X button above the language chooser, add Paste button on the plain field (so we don't need to click on the screen to get it) and add the reverse button on the final translation screen so there is no need to go to the drop-down menu.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,After Android 10 update The Tap to translate function isn't working. The bubble won't disappear after using translate. It stays on the screen all the time and displaying over all apps.* And when i dismiss the bubble by dragging then it not comes automatically I've to go in the application for translates any language *. It's not working like before... I'm using latest update of google translate despite this I'm facing this issue. Please fix this problem as soon as possible. Thank you,Bugs,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"Works well for most features, though the camera function does not work as well as I thought. Even google knows this based on how they EDITED, the phone in the preview pictures about the camera function. Though I only tried it in one language so that could do something with it. Besides that, it would be 4 stars.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"I was enjoying the app up until recent app updates. What happened to UX? In the latest versions, when I do a context switch between Google Translate and other apps sometimes the ""Enter text"" area becomes unclickable until full(kill the app) app restart. This is really frustrating and wasn't an issue in previous versions of the app. I know the team is doing the great job, but I couldn't find any other way to report this bug.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,I hate the new update to the camera feature. I don't want it to automatically overwrite the words. I hate that I have to switch it off manually every time. And I ahte how many extra steps you added to get the text back to the translate app. I usually use the app to get the readings of kanji rather than a translation and this update made it so much harder. I will consider alternatives,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"This is one of my most used apps, and one of the most useful and life changing, but the UI of this app is one of the worst of all of Google's apps. For some reason, everything takes about four times as many taps as necessary and you can't easily edit the input to be translated because the UI changes to have a ridiculously large font size with a line height of less than one. At least respect system font size settings and don't make every state change cause the layout to change. The developer response to this is another example of the team working on this app making users do too much work. How hard is it to communicate within your team about the problems users are having with the app rather than making me waste my time finding some other form to fill out just to tell you that I'm unsatisfied?",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Congratulations, you have now ruined this app it just doesn't work properly. One obvious, thing, a floating loading page, round! and round! and round! as if it is trying to load something, i don't know what! I will now find another app! This app used to be very good, but not anymore.",Usability,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"I have been using this app for a long time and this is such a good app, it works for me 100%. Especially i love the handwriting feature. It is best when i have to translate hindi to English. The history of sentences or words is shown below and that was very convenient to check whenever I want. But now I'm upset because you have created a new version and it's totally different from the previous version. I just want the previous version.",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"This no longer works. It hears my words, puts them into English text. But nothing translates back for common Spanish. Can't imagine another language. Using new Samsung note phone. Customer used theirs and it worked perfectly. Need to fix this bug/glitch. Update...it works better now and translates spoken sentences pretty smoothly in conversation mode.",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"I've used this app for a long time and find it very helpful. Recently, I encountered a bug where, from time to time, when I tap on Enter Text the keyboard will not display. The only solution is to force stop the app and restart it. While this is certainly an annoyance, it is not a show-stopper, but I do hope it will be remedied at some point soon. Other than that, it's a great app!",Bugs,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Why does good apps always turned worse with updates? Was enjoying the partial scan feature where i can choose some part of images i want to translate, until they force using lens and translate the whole image everytime. Bring back that feature, I've been avoiding lens for that very reason, sheesh. Except if lens finally give the same exact feature or increase its accuracy on detecting blurry chinese characters.",Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"Kudos to the developers for fixing several problems with the redesigned app. As of 2022-03-17, it again switches automatically to the appropriate keyboard for the input language selected. History is more accessible, and alternate word meanings are more prominently displayed. Plus speech output has improved. Thanks for your work.",Uncategorized,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Sorry to say this but the updated version is a bit hectic to use as compared to the previous version because most of the options are bit jumbled, that's why I am having a bit trouble while using it and if it is possible then please try to resolve the issues. Maybe the option of translation in sideways would be better as compared to the up and down option which is in the new version (I MEAN THAT THE COLUMN WOULD BE WAY BETTER THAN THE ROW FOR TRANSLATION) I just wish that you would consider it.",Bugs,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Used to be amazing until they changed the user interface. I wonder what possessed the programmers to change something that worked so well into something that is hard and slow to use. It still translates alright. Except the UI is clunky and takes too many clicks to do even one translation,let alone a series of them.",Resources,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,Fantastic. Does the intended tasks quite well!,Uncategorized,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Was 4 stars untill this disaster of a UI update, firstly why are there 3 superfluous buttons taking up the bottom quarter of the screen. This is where tap to enter text should be. Second the handwriting button is moved to the top when it should sit above the keyboard. when I am entering text eg japanese and want to draw in kanji I have to click the top then move back to the bottom to draw. Thirdly there is too little space for results, results should also show pronounciation.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,Google translate camera is not open for screen shot print plz help me and resolve my issue,Bugs,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"Tap to Translate no longer works as conveniently and quickly as before. Earlier, we simply had to copy said text and click on the floating Tap to Translate icon to get the translation fast. In the new version, on clicking the floating icon, a window opens where we have to manually paste and then click to translate. It is just going to put off users who used to use this feature quickly before.👎🏻",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,Can you please fix the issue so we can translate the whole text rather than just the first line. I had sent a image request for translation as well as it was on option but I haven't received anything? Can you please revert back to the old method of translating the whole text rather than just one line.. and if that text happens to be the language that you want to translate to.. what's the point? Back to five stars when this has been resolved.. am I the only person who has this issue?,Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,I use google translate alot when translating Korean because I live in Korea. However the tap to translate is not working for me. I keep pushing enable and allow to work over apps but yet when I push copy nothing happens .I have to go out the app and go into the translating app and paste it just to see what was said. I never had to do that before. Please fix this issue.,Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Not long ago, there was an update that made you switch to the right keyboard for the language automatically. But now it's gone. I select Japanese language, I start typing, my standard NL•EN azerty keyboard pops up. I reverse translate, I want to start typing in Dutch/English, but Japanese 12-key keyboard pops up... Please bring back this feature. Also unfortunate that handwriting is one tap further away now. Also, only one translation suggestion is visible when typing. New UI is a letdown IMO",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"A simple quick translation that used to take a few seconds is now minutes long with multiple taps, sometimes in excess of 30+ taps because shortcuts has been removed. Tap to translate now fully integrate itself as an full screen 'native' part of WhatsApp, Messenger, SMS and many other places, making them all look IDENTICAL to translator in task switcher forcing me to look extra careful with what I close or I will risk losing my work. NO ONE AT GOOGLE READS THIS, awaiting BOT REPLY",Usability,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Not happy with this app because offline translation from french to English and vice versa is not possible. When I click on ""download"" it says ""download started"" and nothing happens. In the version I downloaded last year on my Samsung s8, it was working just fine. But with this Infinix Note 7, offline translation is not possible. I just updated to the latest version, hoping the problem will be handled but it's not. Feeling disappointed.",Usability,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"I have chosen to pronounce in American accent from the region section, and after all the voice turns into British accent all of a sudden, I've tried to clear all data and then start all over again and when I type a word and listen to the voice, it's American accent but when I close the app and open it again, it returns to British in some words and American in other words. Please solve this problem.",Uncategorized,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"Updat 8/11/23 seem the bug is fixed. I posted this while ago and still same trouble. So downgaded to 2 stars. I have an LG v20 with Android 8.0 on it and I cannot download and install offline languages. It absolutely positively refuses to work no matter what I've done. This includes giving it permission, uninstalling and reinstalling it, deleting the languages and reinstalling the languages, Wi-Fi and mobile data, all to no avail I constantly get an error. Other than that the app works fine.",Bugs,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"translation to English is rudimentary. application however does not..., how you say swap, properly. to ensure accuracy in translation is best to use ""swap"" button for clarifying intent. when this button is deployed application presents English text in foreign text field. what use is this for one who is not speaking English? how will they understand? 2 starts for almost being worthless. i just described the issue, dipshit",Bugs,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"The new user interface sucks. It was ugly but practical before. I need a big delete button to quickly delete and write new text. After I send a text I can't switch between languages anymore, I have to go back first. Ana also now the language switch is at the bottom but it is better on the top of the screen to switch quickly. :-(",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The older version worked fine. With this new feature of being available on whatsapp it is now extremely time consuming to make translations. How can I disable the ""improvement"" and go back to the prior version? EDIT: I did as suggested by sending data. No one received the data. My data goes to a list of questions and answers which was no help. ISSUE - the app was supposedly upgraded. It no longer works as a user friendly translater.",Bugs,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"Brilliantly useful. I mainly use the camera feature to translate foreign text, such as paperwork I get at work that has parts in Italian and sometimes French that I have no idea about!! this app solves it! Also, when abroad it's useful to decode menus and signs. It probably has made me more lazy, rather than doing some research before I go abroad as to certain phrases and translations I now just rely on this app.. But that's the future baby!!",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,Uninstalled this app. There is no features that suites or I'm looking for in this app. If there is any option to convert the audio from videos that's being played in device or via live call because not everytime someone uses to translate in live. Also it'll be helpful to watch videos in device that had other languages with the help of this app in PIP mode for easy access.,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Good app for a quick translation but i quit using it since they updated the menu interface and changed the history section. In my opinion it doesn't feel user friendly anymore if you plan on using it a lot. Biggest personal issues: bottom to top history listing should be reversed, swiping to delete previous translations should be removed or toggleable and the update deleted years of translation history that I couldn't recover.",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"The new update functions a little worse than it used to. There's nothing particularly wrong with the update, there just wasn't anything wrong with the design of the app in the first place. They fixed what wasn't broken, and made it slightly worse. Case in point, you now have to swipe up to see your translation history, and the font size is way too big for larger translations. It's just enough to bug you; please bring back the old version!",Bugs,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"When I'm trying to translate multiple images in succession, going back and forth between the images and the gallery, for some reason I can't scroll upwards in the gallery anymore. It's a nuisance because I don't know the language so I can't find my place or anything. Please fix this, and possibly add something that tells me which images I've selected before, like a marker or something.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"After recent update the very useful feature ""Tap to Translate"" became very useless. The badge is always showing on screen (why would I want it to?) And if I hide it, it doesn't reappear after copying text to clipboard, though ""Tap to Translate"" is turned on in settings.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,This new update is not good at all I want the older version of this app. It's not user-friendly anymore. In the previous version of this app we had fracture to copy any text and get the translation with even opening the app we still have the feature but now the floating window will always be on screen and that's not good the floating window should only pop up when we copy a text.,Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"First of all thanks for responding with a bit livelier :) response than to the rest of reviews. Now back to the translation history issue: it's back, kind of. History is there if you refresh it, but: not persistent between app launches (is deleted on exit) and requires refresh for every update be it adding or deleting translations. With these two solved app is back to the way it used to be. I'm fine with cross-device sync but history should be accessible locally offline and between sessions.",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,This is one of the best translation tool available! I am frequently using this nice tool from many years! Though some translations are not authentic or correct and have mistakes! Grammatical errors should be detected & removed from the app. Overall the App is 👍best for the Bilinguists & person like me who want to explore the world & need conversation in different languages!,Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"This used to be a good one, but this new update (version) is trash 🤧🤮 I had to go use the older version so I can easily use the floating icon and also other features, please you guys should bring back the floating icon so someone can easily copy and translate any text. That was the only feature why I preferred it to iPhone's version and other translation apps 😒😒",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"I have been happily using Google Translate for some years for French. However I have a new and frustrating problem, the tool now refuses to speak the French translation, Spanish, Italian etc etc okay but not French. I tap on the speaker icon and it just blinks with no sound. I have installed other translation apps and they speak French okay, but I prefer G T. Please help before I have to reluctantly uninstall.",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"buggy w android 10. in 8 and 9 had option so the translate bubble would only popup if i hit copy text. nice. now i have to either have the ever present bubble (which is a real bother as different apps use different parts of the screen). or not have the bubble, which means i have to go from 1 app to another. bubble open all the time is a real hinderance now. will use app less as a result. google answer to my review was timely, courteous, and absolutely useless. doesn't address the issue.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"junk, can't use voice translation off line even though you download the language pack, you'll get a message that says ""this feature is not available offline"". tried using English to Spanish without sucess, only mass frustration. Don't waste valuable hours out of your life trying to figure this out, every thing I tried didn't work. functions when connected to the internet, but that doesn't help you while your sitting in the back of a cab or asking someone for direction on the street corner.",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"I have this issue with Google translate. I tried to use it on Android with some reading apps and the following happens. I tap on a word and GT works perfectly. if I go back to reading and tap on another word, GT pops up displaying the previous word. I need to close and relaunch the app every single time for the new word to be translated :/",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The old version was better. The microphone button used to be at the top, for example, now i seem to always be moving the keyboard out of the way. I use an issued apple phone for my work and end up translating from that much more often, even at home. Please return to the original version!",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Overall I think it's great - lots of intuitive translations, including colloquialisms. However, it could use some native languages of the Americas! I would specifically like to see Nahuatl, which has more than 1.7 million native speakers in Mexico. My Samsung phone already has a Nahuatl keyboard with suggestions and autocorrect - Google Translate could be of great help to those of us trying to learn this fascinating and important language!",Usability,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"Really great app! I like the conversation and camera feature. They're amazing. The translations from Spanish to English are good, but English to Spanish needs word. The translations are too literal and often misleading. The other way around, though, is really good. Keep it up, and thank you!",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"Ever since My Pixel 1 updated to Android 10 tap to translate has been a mess. Initially it just wouldn't work at all for me. Now since the update, it works, but the floating icon never goes away unless I manually hide it. This is wildly obnoxious and ultimately the only reason for my reduced rating. After reading the forum post I understand the issue, but it doesn't make me less annoyed with it. I guess it's just the nature of the beast that this is a worse app for me now.",Bugs,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"The improvement has happened, undoubtedly. But the audio capture system still has this very annoying problem of not typing the last word of every sentence said. It makes you feel like you haven't said the word properly but if you say the sentence again, the same way, but adding any other random word in the end, the word not gotten before is typed perfectly and the new word is the one forgotten now. Just like I said, very annoying.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"I don't know why on Android 10 the tap to translate floating bubble must be always visible. It's annoying, I was used to see the bubble every time I copied any text. I don't care if it was a text to translate or not but the bubble would appear and be ready if I wanted to translate something and then would just go away. I want this feature to pop up and be ready for me if I want to translate something and not disturb me by staying there forever. As it used to.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"The pop up bubble problem still hasen't been resolved. Before it was so much better. When you would copy some text, the bubble would automatically appear on screen and disappear after tapping back on the app you were on. Now I have to slide down my notifications bar and tap 'tap to translate' then have to swipe the bubble manually to close it. There are far too many steps now and extremely frustrating for language learners who regularly use it. Please fix this soon.",Usability,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Google Translate has been the one Google app that I use everyday throughout the day on my Samsung Galaxy S10.. For assisting me with communicating in Spanish, it has been my ""be all"". HOWEVER, just in the past couple days, Google Translate will ONLY open in the Conversation mode. The primary Google Translate format cannot be accessed. I have deleted and reinstalled Google Translate numerous times. After installation and when I open Google Translate while on the Play Store page, it will open to the primary format. However, once I close the app and open it again, it opens to the Conversation mode screen. I have cleared the Google Translate and Google Play Services cache. I've don a petition wipe; and so far nothing has changed. If I want to use Google Translate in its primary mode, I have to access through my Chrome browser in order to be able to have speech input. Although I have loved using the Google Translate and it has helped me so immensely in my efforts to learn to speak, write and read Spanish, now I am absolutely bewildered over this development. Also, I unfortunately don't have much hope of even being able to get any support that might resolve this issue. So, I am going to sadly give Google Translate a 2 Star rating. Of course, if there is a resolution to my problem, be assured that I will review Google Translate again!",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,Google has taken a perfectly good app and ruined it. Tap to translate refuses to do anything except put up an unnecessary icon and translate an app name on the screen. I'm trying to translate a Swedish train ticket in pdf or email-nothing. If I copy the pdf text and paste into translate a random 5 percent of words are translated. This used to be easy. Trash this version and roll back.,Usability,Features & UI
