Date,Rating,Review
2024/3/22,Rated 4 stars out of five stars,I love the app and how it has a option when you get on the app the videos are mute but I don't like how when you record a video you can look up the filters anymore like it will have the search button can you add that back please? And add more things too?
2024/3/22,Rated 4 stars out of five stars,I'm new to this app & I'm not one for posting a lot of videos of myself & still learning how to use this app but so far I like it. The Tik Tok shop has a lot of good stuff for pretty good prices & I have found a lot of good pages to follow. The only thing I don't like is the fact that people can make multiple channels that are the same name as someone else's page & you don't really know which one is the real page to follow! So I wish they had some way they could better figure it out
2024/3/22,Rated 3 stars out of five stars,"nice,, but it keeps adding updates then removing them. I used to be able to do the sliding images, but now I cant but my friends can?? so now i have to continue with the greenscreen which is weird if im not trying to sync to the music."
2024/3/22,Rated 3 stars out of five stars,"It's fun. Could be better. Don't like how tik tok forces unpopular content on my For you page. Especially when I have blocked ð« or dis liked similar content. That should tell you something. And it's sad and unfair that Tik Tok stops hot popular videos from going viral now, because they want us to pay money to get our videos momentum and attention. Not cool. :( Other than that, it's a great outlet for the people."
2024/3/22,Rated 2 stars out of five stars,"New Update Issues! The Add to Story button is gone, and the add a location to video is also gone. Typing on a video lags and you can't see everything you type. Submitted a help ticket to Tiktok, will update once I get a response."
2024/3/22,Rated 4 stars out of five stars,I like the app but I a still trying to figure out how to use some of the features. I love creating contents but I am not seeing the views yet as expected. I will keep creating more content. I also would like to start making live videos in future.
2024/3/22,Rated 2 stars out of five stars,"Since recent update, my gallery doesn't appear for unloading. All permissions are granted. I follow all prompts to rectify and still can't get my gallery to sync. Please fix this. ohhh and that annoying rotating screen ð¤¦ââï¸ð¤¦ââï¸?"
2024/3/22,Rated 1 stars out of five stars,"I don't understand why my repost button only works when I uninstall the app then install again but if I get off the app then I lose it. I've tried everything, this is the only thing that works for a limited amount of time. seriously? I never reposted anything bad either, In fact I rarely reposted because of this problem. I even got a new phone, is it my account? I never had problems with the account. this seriously sucks because without the button tiktok is just boring."
2024/3/22,Rated 4 stars out of five stars,"I have given the app 4stars cause it's good but it sometimes has a tend of freezing as in working too slow wen you tap in the inbox section and the other thing I tried to look for the feature add to play list but I couldn't find it on my account I don't know if that feature only occurs on certain accounts but I tried Soo hard to find it on my account but i couldn't see it any where mean while wen I asked my friends for that feature (add to play list )they all had it ,I now I don't know wats wrng"
2024/3/22,Rated 1 stars out of five stars,"l just opened my TikTok profile but I'm already experiencing some problems on my account After I signed up, I wanted to follow some of my friends but when I click on the Follow button, it tells me that l'm following but as soon as I reload the page it removes the follow I put on that person.l tried creating a second account, to see if the issue persisted again, and it came back. My phone is a Samsung S22 and I don't think it has any app support issues. Thanks again"
2024/3/22,Rated 5 stars out of five stars,"There's been a bug for a week or so, that turns the navigation bar and notification bar into white color (light mode) while on the Home page of tiktok. It happens randomly, right after a scroll and since the Home Page is black, a white bar doesn't match and makes the phone notification line information, like clock, wifi, etc, on top invisible"
2024/3/22,Rated 1 stars out of five stars,"they keep taking away the most basic functions. my repost function is completely gone after i updated the app, and i can't use photo scroll mode anymore. ive reported and done everything i can, but have gotten no response to any of it."
2024/3/22,Rated 5 stars out of five stars,"I tried to like a video and was told to sign in. Tried multiple times, then was told no Internet connection when I was clearly online several times. Then try again. Then after not opening the app for 6+ hours, got an error404 screen, and decided to uninstall. Think I was hacked. Idk but not worth the hassle. So sad, I loved the app and seeing other peoples experiences around the world."
2024/3/22,Rated 1 stars out of five stars,"I use to love this app, now I HATE using it. I use to get videos that I loved and could go for hours on the app, now I get non stop sick and disgusting videos. The ""Not Interested"" button doesn't do anything, ""re-setting"" the fyp doesnt do anything, blocking users doesnt do anything. Not only that but I'm constantly getting ð½ videos with 0 likes from brand new accounts over and over and over. This use to be my go to every day app but now I'm uninstalling this garbage."
2024/3/22,Rated 2 stars out of five stars,"I don't know if it's just me, but every time I liked a video, it didn't show on my ""Liked videos"" tab of my account. There were several videos I liked, but they only appear one second, then disappear after I refresh my page."
2024/3/22,Rated 5 stars out of five stars,"""Guys, I've got a confession: this app's got me hooked! It's like my morning routine now â?wake up, grab my phone, and dive into an endless scroll. I'm in so deep, I practically have to schedule breaks for bathroom trips and meals! ð But hey, here's an idea: wouldn't it be cool if we had a feature to check all the crazy comments I've left on videos? I mean, imagine the chaos! It'd be a laugh to see what everyone's dropping on different vids, right? Just a thought! Keep scrolling, friends!"""
2024/3/22,Rated 1 stars out of five stars,"Why do animations play whenever I switch page? The latest new one is spinning my screen for 10 solid seconds, while others include short ones such as swiping the page up or diagonal, but the new one is by far the worst."
2024/3/22,Rated 1 stars out of five stars,"whatever new update was just rolled out makes it impossible to use the app. any time i hit the back button whatever was on screen rotates a good 3 seconds and theres nothing i can do to stop it. it makes me nauseous and i cant use the app anymore, genuinely considering uninstalling until this is fixed"
2024/3/22,Rated 3 stars out of five stars,"I'm not sure what's happening at this point. Tik Tok was so slow, and my watch history isn't updating at all. I uninstalled and reinstalled the app, and the repost feature just disappeared. It's weird."
2024/3/22,Rated 1 stars out of five stars,"Trash app. It's ""violations"" make no sense. It's become so buggy It's nearly impossible to use. They don't care to actually fix anything because they're too busy trying to take down all the lgbt, poc, and other minority pages. Hardly worth it anymore really. Especially since now you get flagged for saying things like weirdo, ew, and stupid ð"
2024/3/22,Rated 1 stars out of five stars,One star for putting the share to story button where the share button used to be. And for it being so damn slow after the recent update. Videos stutter and buffer a few seconds in. None of my other apps do this.
2024/3/22,Rated 3 stars out of five stars,Why can't I post in my story mode anymore???????????? I've updated my app and I still can't post in story mode!! the option is not even available on my page !! I hate this happen
2024/3/22,Rated 1 stars out of five stars,"90% of the videos on my FYP page are ads, terrible live streams, or videos where people say they're going to start their terrible live streams. What happened to actual content"
2024/3/22,Rated 2 stars out of five stars,"It's great and all, but how come all other social media apps and non social media apps have a dark mode and not this app? At this point, dark mode is a necessity for the users, and I'm deeply disappointed with the lack of this feature for android users, them being 70% of mobile phone users It would be very nice if you added this feature for android users it's really frustrating."
2024/3/22,Rated 3 stars out of five stars,It's good but I keep losing my repost button like one min I'm posting 2nd I can't repost anything bcs the button isn't there and I've restarted my phone checked for update nothing needs to be done and it will not come back
2024/3/22,Rated 3 stars out of five stars,"select all feature needs to be added onto Favorites, nobody wants to click on a video one by one to delete...please fix"
2024/3/22,Rated 4 stars out of five stars,"I love the app so much but Im currently redownloading it bc it keeps getting rid of the friends, repost, favourites and new features but I have explore still"
2024/3/22,Rated 5 stars out of five stars,It's a great experience! It would be better with an auto scroll feature tho
2024/3/22,Rated 5 stars out of five stars,Very good features and video editing in just one click. I fully agree with this update
2024/3/22,Rated 1 stars out of five stars,my repost button is gone.it only comes back when i reinstall the app.(do i look like i have time for that.)the answer is no.anyways when its back it makes my phone lag so when u refrehs it then the button goes again.
2024/3/22,Rated 2 stars out of five stars,"My repost button keeps glitching out and it's really annoying, please try to do something about it, alot of other people have it too"
2024/3/22,Rated 1 stars out of five stars,Why is the screen spinning when I check notifications???? I updated and it makes me dizzy!
2024/3/22,Rated 2 stars out of five stars,"Plenty anti drug propaga and of course they turn off comments for such things. As of late, It's been ""following"" people for me, shadowbanning the people I actually wanna see, The ""dont show videos with previous sound"" button stopped working because tik tok keeps banning audios and the no knife, no gun, ect polices like that are ridiculous. You cant even make an unboxing video without getting banned from this."
2024/3/22,Rated 1 stars out of five stars,Download this app if you love ads playing every 2 videos and the algorithm putting all the TikTok shop videos on your page.
2024/3/22,Rated 1 stars out of five stars,"New to Tiktok. I got it on my Oppo phone and it was great - I really liked the powerful Edit where you can edit various things in the one mode, at various parts of the video (sound tracks, clip trimming, text, etc.). However, after I got a new phone (Samsung), I seem to have what feels like an older experience - the Edit is gone and now everything is separate and there's no longer one UI where you can edit all the different features."
2024/3/22,Rated 2 stars out of five stars,"On the Samsung Fold 5. I routinely use the app. Wouldnt say I love it, but certainly a lot of entertainment provided when I've got downtime. The latest update has caused an issue, though. When opening comments the screen shrinks, which is normal. But closing them the screen stays the same size, and sometimes even smaller, and won't return to proper viewing size. Please reach out to me if you need screenshots and I will provide them for better clarity."
2024/3/22,Rated 4 stars out of five stars,"I like using this to watch lots of content. However, recently, the translate captions and captions on screen are gone. When you go to languages, it just has you select your preferred language. I watch a lot of Korean content, and I used to be able to long hold the captions on the screen and translate it so I could understand what artists I follow were saying. It's disappointing to get rid of a feature that allows a more widespread audience."
2024/3/22,Rated 3 stars out of five stars,"I noticed that this updated version does not have the ""caption"" feature. As a creator, It is stressful having to manually use the ""Text"" feature to subtitle my videos. Please help look into this."
2024/3/22,Rated 2 stars out of five stars,"Constantly seeing the same videos over and over. It's very annoying. I've cleared caches, refreshed the fyp page in settings, and are still the same. Please sort this out."
2024/3/22,Rated 3 stars out of five stars,"Some important features have been removed. I can't answer comments with draft videos and there's no more microphone voice effect to my app. Mind you, it's already updated. So many other things are gone"
2024/3/22,Rated 1 stars out of five stars,"Holy cow at this point your trying to make your app unlikable, I tolerated the feature where if you try and see the caption in practically refreshing the whole thing but I can't stand the fact that it doesn't matter what you search, the app will show you anything but what you searched. I could search art, and it brings up clips from movies and videos of people graduating. That isn't what I searched."
2024/3/22,Rated 4 stars out of five stars,there must be an option in tiktok to copy the caption of the video. so please add this feature in it. thanks
2024/3/22,Rated 5 stars out of five stars,good but i have a special request if you guys could add a feature where you can instantly check ur old liked tiktoks posts by customizing like a button to check oldest likes posts you know
2024/3/22,Rated 3 stars out of five stars,Your developers have updated the app! And it looks like they haven't really done any development testing. It had a good menu system to select people whom I would like to watch! It's been changed in a way where the icons are too small and not always easy to find! Go back a version look at the app programming and make it more streamlined. Like it used to be!!
2024/3/22,Rated 1 stars out of five stars,"This app is strangely set up. There's weird effects when changing through pages, no dark mode, searching pulls up unrelated videos, extremely slow, always saying my network is unstable (even with full wifi and service). App is really flawed, continue to get the same ads after hitting not interested multiple times. Same with videos, I'll hit don't show videos with this sound option, and it doesn't even seem to work. My biggest problem is that I'm randomly getting banned, no explanation"
2024/3/22,Rated 5 stars out of five stars,Wow... TikTok has improved on many features and now it has become more efficient than before... I'm grateful for the developers... you are really doing great.
2024/3/22,Rated 3 stars out of five stars,This app is frustrating it does not even work properly ð­ð­ and it sucks i can't even upload my content ð­ð­ it keeps hanging and returning to my home page
2024/3/22,Rated 3 stars out of five stars,"Nice expirience except for just one problem with the repost button, I've had the app for a few months and i just cannot find the repost button, deleting and redownloading solves this for about 10 minutes but it will dissapear again."
2024/3/22,Rated 3 stars out of five stars,"I love the app, there's much to learn and all of its features are excellent and really easy to use."
2024/3/22,Rated 3 stars out of five stars,"I have an issue with Some features on tiktok are not present on other mobile applications like iPhone users. Like the ""Blue comment"", the search bar written on what's most searched on the particular video. Please have it looked at so we have an equal experience."
2024/3/22,Rated 1 stars out of five stars,won't let me log into my account saying the username doesn't exist despite it being visible on my page! so now I can't get into it. thanks tiktok
2024/3/22,Rated 3 stars out of five stars,"It's fine but it doesn't let me follow some people. Like it'll say they have no followers, even though when I tap on the followers it shows all their followers, and won't let me follow them even after it says I did or just won't save. Also when I liked all of the tiktoks on a person's page it only saved 2 out of the 100 tiktoks I just liked(I'm not double tapping then swiping without wachting, I'm sitting there the whole tiktok.) and it's happening a lot. It's just really annoying."
2024/3/22,Rated 2 stars out of five stars,I won't lie I do have fun using tik tok but I don't love it and I think would if there were NO sponsored videos aka ads and NO live videos with in FYP. I scrolled to a live video and below that another live video and then 1 video and then a sponsored video. Every 1-4 vids is most likely a sponsored video or sometimes a live video. I guess if I AcCiDeNtAlLy press the live button on the top left then there won't so much but ð. Me uninstalling it won't make a difference but still gonna do it.
2024/3/22,Rated 4 stars out of five stars,"I don't know how to NOT see some videos yet. May be there's a filter that can help me avoid some videos, I don't know. That should not be complicated. A button accompanying each video asking if one would like to block similar content should be available."
2024/3/22,Rated 1 stars out of five stars,"Bad application for all my contacts and he said that I am 16 years old, and when I submitted an appeal and took pictures of my ID and photo, they were rejected. I did it several times and it was rejected even though I had my card and my appearance, and every time the feature was deleted."
2024/3/22,Rated 4 stars out of five stars,"It's pretty good, but it seriously needs a video history feature. I was watching a video I was really interested in, and I accidentally pressed the home button, resetting my for you page. TikTok needs a video history feature ASAP. (LOL dad it does have a history feature) edit:"
2024/3/22,Rated 1 stars out of five stars,"can the developers PLEASE decrease the contrast and brightness of the in-app buttons, the bright white is causing burn-in on so many new phones with OLED screens"
2024/3/22,Rated 2 stars out of five stars,"TikTok is god awful. Idk how it's become the norm. The interface is not intuitive at all and essentially you're being flooded with uncensored morbid nonsense. I don't see a dislike button like on YouTube nor a ""Not interested""/""Show less Posts like these"" option like on Instagram. So they show you what THEY want at their discretion. It's setup for doom scrolling/forever scrolling. There is decent content but you have to dig for it through the abundance of trash and BAD INTERFACE OF THE APP."
2024/3/22,Rated 1 stars out of five stars,So firstly I spent 24+ hours on an edit just for it to be deleted secondly when I block someone they will still show up on the for you page thirdly people that you block will still be able to interact with your videos fourthly your drafts get deleted every year (I know my grammar is bad)
2024/3/22,Rated 5 stars out of five stars,This app is amazing .I come errors occur while using the app for the.for example whine you press the button to record .video with sound when the sound plays.the camra is only stouk in one position .on more .on a camra app hase never been like this .this the error is happened for about 1 months .and a half.sometimes it works but not often .i anyway record video enytime bot i do.However post Eiditid.and it works fine .so it's not really tik tok teem.please viral my video .
2024/3/22,Rated 3 stars out of five stars,"pleasse bring back the time on reposts and being able to like them, also you should make a feature where you can filter ""oldest to newest"" in favourites or reposts ðððð"
2024/3/22,Rated 4 stars out of five stars,"I haven't got around to using a lot of the features; some but not many. However, in time, or over the next few months from now, I'll be using my camera more so I'll give a better evaluation."
2024/3/22,Rated 1 stars out of five stars,"This app is vary pushy. Vary pushy. It shows you adds even when your not on your fyp. It starts to show you random no related videos when you search things. No matter how good you think your video it will go viral. It's like a system where only things tiktok wants to go viral, go viral. Download this app at your own risk. I'm saying don't. There a lot of stupid, manipulative, and messed things on here. A lot of toxic people on here. Now it spins when backing out of a page..."
2024/3/22,Rated 2 stars out of five stars,"Tiktok is whatever. I only use it to keep up with the times. I have a brand new Samsung A03, expecting all the latest updates and features with this app, INCLUDING a dark mode option. Well, to my surprise, you gotta do some stupid developer stuff to do it. Heh, and EVEN THAN, it DOESN'T, WORK. This feature is so common across all of social media, and lone behold, the most popular app on the appstore doesn't have it? What are you devs doing? Eating pizza and not even working? Lazy."
2024/3/22,Rated 1 stars out of five stars,Comments don't load all the time and I receive notifications that my internet connection isn't stable yet I can surf the web.
2024/3/22,Rated 1 stars out of five stars,"Most stupid app ever can't even post to for you page now no videos get through, this app is getting absoutely ridiclous with restrictions and other bs I'm bout to just delete it so annoyed with this"
2024/3/22,Rated 3 stars out of five stars,"I had tiktok since 2020, and it's been good overall until recently, I haven't been active for a little over a month now, and both my accounts got banned, not giving a specific reason. When I try to go make a new account, it just continues saying that my account has been banned even after I push the dismiss button. This is very frustrating to me, and I would like to know how to fix this"
2024/3/22,Rated 1 stars out of five stars,"Well the update ruined watching videos on my Fold 5, half screen is black...and when u open the comments it just shows nothing...good job idiots...catering to the avocado lubed iPhone cult"
2024/3/22,Rated 1 stars out of five stars,This app has never opened on my phone ever since I bought it new almost a year ago. Never get past the loading page!
2024/3/22,Rated 5 stars out of five stars,The problem with titok it doesn't allow us to photo comment ð¬ because only cerent people have access with it titok u should just make it a feature in settings to allow photo commenting easily cause it takes time to join beta sometimes
2024/3/22,Rated 4 stars out of five stars,Often doesn't load the video of a video ony fyp. But music does start playing. When navigating to the creators page and click on the vid it does work.. so it's not a network issue.
2024/3/22,Rated 1 stars out of five stars,"It is very annoying when you press the back button, the app plays the next video instead of closing. This is very manipulative and encourages addiction to this app, which is not good. It zombify people."
2024/3/22,Rated 1 stars out of five stars,Still no dark mode. Still slow and uses way to much data to the point I've only been using reels for the past year. Still can't block people (annoying when you keep getting recommended stuff you don't want to see especially when it shouldn't be on the app in the first place) also the not interested button stilk doesn't do anything. All these updates to add nothing? Seems like every other large media app that sucks at everything while everyone uses it because it's trendy. Add dark mode and block.
2024/3/22,Rated 5 stars out of five stars,latest update is SUPER buggy! its not loading videos anymore and if I click back it goes back to my FYP instead of to the previous page I was on (like my notifications)
2024/3/22,Rated 1 stars out of five stars,This is a great feature but I don't have the option of direct message so please TikTok I request that we provide the option of direct message thank you
2024/3/22,Rated 3 stars out of five stars,"The latest updates have been horrible, fully ruining my experience, with bugs, and removing features that had no purpose of being deleted, as well as adding some unnecessary and useless overall features. I'm not satisfied with the latest TikTok update. Edit: It's gotten a little better, but now the app sometimes randomly crashes."
2024/3/22,Rated 3 stars out of five stars,Even after I have updated the app it won't connect to the Internet. It pauses every video it keeps saying my internet is unstable even though it is not no matter what Internet I use rather it be mobile data or home Internet and yes I have uninstall reinstalled and cleared the cache it does nothing.
2024/3/22,Rated 1 stars out of five stars,"Used to love this app. But all the buttons are harsh white on black, and WILL burn into your phonescreen."
2024/3/22,Rated 1 stars out of five stars,Adds are everywhere. It's not social media it's a place for the corporation to skim off the top. No tab or private page is safe. They encourage harassment because view time is money and violence pays.
2024/3/22,Rated 2 stars out of five stars,"Love the app, I really do. But I just can't get over the fact I can't use certain features that everyone else can. And it's probably not a phone thing, bc my friend with an android can do things I can't. I just wanna make a slideshow man ð­"
2024/3/22,Rated 3 stars out of five stars,"It doesn't give some features even after updating, videos not going viral, also it is addictive...ð­ð­ð­ Followers keep reducing even if they have followed me"
2024/3/22,Rated 1 stars out of five stars,I want data to be deleted . Where is that option ? Why it is not on page to be easily accessed ? Whhhyyy you lie when it is about privicy ?????
2024/3/22,Rated 1 stars out of five stars,"Dude what the hell, the new update has made my app go crazy. On the newest Samsung galaxy anytime you hit the back button the tiktok screen starts spinning for like 3 full seconds. It literally feels like having vertigo and I hate it so much."
2024/3/22,Rated 2 stars out of five stars,"Love tiktok, just one thing that really irritates me is that you can only have dark mode on iPhone and not android since it's ""not compatible"". I think this is really dumb due to the fact that not everyone has/owns a iPhone and that we don't get the same features that iPhone uses do, and when we do, we get it months after them. There's nothing wrong with the app, I haven't encountered any bugs. I'd just appreciate if you added dark mode for android, all the other recent updates are pointless."
2024/3/22,Rated 2 stars out of five stars,"Ever since the most recent update (Dec 25, 2023) the app has been glitching out whenever I swap between tabs (fyp to notifications or my profile for example) Very visually jarring and should be fixed. Please update to fix this soon."
2024/3/22,Rated 1 stars out of five stars,"Transitions haven't been working for days and no one will respond and there are no answers in their ""help"" section at all. I've cleared the cache, cleared data, checked for updates, and logged out. Nothing works."
2024/3/22,Rated 5 stars out of five stars,"I've had this app since 2018-19 ish. It is awesome! This is actually my first time writing a review for it.. I do have some complaints tho. With the reposts, you can't add comments anymore? Or that's just me, either way it was a great feature and should be added back. All of the good songs have been removed, which is annoying. I'm pretty sure thats out of your control, tho. That's all, cool app and I totally recommend."
2024/3/22,Rated 4 stars out of five stars,"App is good it runs well and it doesnt lag much but my only problem is that filters dont show up? like normally you would see the yellow button showing a filter someone was using but it doesnt show up for me, how do i fix that?"
2024/3/22,Rated 1 stars out of five stars,"New update is buggy...missing features. Won't allow me to tag, and not showing correct analytics"
2024/3/22,Rated 3 stars out of five stars,I love this app and I would use it more (and give 5x ð) but you have this weird feature where you show me stuff when I say (click) I'm not interested in the page from that very same page again and again. You should also allow pages to be muted while scrolling.
2024/3/22,Rated 3 stars out of five stars,Ive had pages taken for false accusations of being young I'm 36 I've had to start over n I er all the updates are a headache but I still love the app
2024/3/22,Rated 1 stars out of five stars,The 'not interested' button does now work. We should be able to block promoted content we find offensive.
2024/3/22,Rated 1 stars out of five stars,The live feature no longer appears in the application..I can't therefore watch live videos
2024/3/22,Rated 1 stars out of five stars,"App burned menu icons into my screen. Needs to be redesigned to fix this, I now have a plus button permanently on my screen. And then it completely crashed my phone, and it wouldn't respond until completely dead."
2024/3/22,Rated 4 stars out of five stars,Its a amazing app and i love it watching diffrent tik tocs is fun there have been some features added that ruined it but they have been fixed now and Its now much better
2024/3/22,Rated 4 stars out of five stars,Pretty good besides the constant array of useless updates that remove useful features but they come back after a while so it's fine
2024/3/22,Rated 4 stars out of five stars,its a great app i love itâ¤â¤ it is so interesting only dat we new tiktokers our videos do not go viral they are not added on the for you page
2024/3/22,Rated 1 stars out of five stars,Please stop with those un necessary updates. I can't comment my reposts anymore the activity button changed again and it's ugly plus the little button to download your video to ur phone without any watermark or without having to post it is gone while it was very useful. So put it back please.
2024/3/22,Rated 1 stars out of five stars,"After several updates, the editing functions continually freeze, forcing me to start over with voice-over and any edits I've made. Of course, the algorithms hate when you do things outside of the app, but if I'm going to lose my content/edits each time within the app, I'll have to take the hit. The algorithms hide good content and continually show me irrelevant content. It has been a nightmare for weeks. I'm hoping it's fixed sooner than later. I don't recommend any editing within the app."
2024/3/22,Rated 2 stars out of five stars,"The app is great, I love being able to save TikTok's and watch them offline or send to a friend. But here's my problem, I heard of Message DM on TT but I have no way at all of using it! Plus I can't do the slideshow as in sliding the images, but my friends can do these things and I can't, I'm frustrated with it and don't understand one fricken bit why I can't use these features......... TikTok..... Love.."
2024/3/22,Rated 5 stars out of five stars,This app is amazing .however I did have come glitches happen while using the app. For example when you press the button to record a video with a sound the sound played while the camera is just stock in a position .and no. On the camera app this has never happened. This glitch has been occurring for about 1 month and a half. Sometimes it works but not often. I herded ever record video anyway but i do however post edited. And it works just fine. â¤â¤â¤â¤
2024/3/22,Rated 4 stars out of five stars,I love the variety and features of this app. Can't wait to explore its upgrades for 2024.
2024/3/22,Rated 3 stars out of five stars,"the app is easy to use, and overall fun to be on, but ive noticed that my updates are well behind. i don't have the favourite or repost button, and i can only favourite slideshows, and only when there's a ""see more"" caption. on the topic of slideshows, i can't seem to make them when i try to upload a picture. i also don't have the photo feature, only video or text. its fun to use, i would just rather have all the updates up to date. if that could be fixed then i would change my rating"
2024/3/22,Rated 5 stars out of five stars,"Borderline amazing, very reactive and intuitive. A few points -1 Can't instantly see the date uploaded and number of views right on the page, would be handy, 2 When eg going to Chrome to check links etc. sometimes TikTok resets to the home page instead of staying on the particular video, 3 When searching for videos and reviewing them, it would be handy to see related searches in a more powerful way and to see those choices listed so they could be further looked at; a more 'granular' experience."
2024/3/22,Rated 4 stars out of five stars,"Generally a good app. Could spend hours watching videos. My only problem is that now and then, whenever I need to update it, it goes into some sort of trance where I enter and am immediately kicked off the app and back on my home screen. Fortunately the remedy is uninstalling it and reinstalling it again. I just wish I didn't have to do it for every update. Otherwise no problem."
2024/3/22,Rated 1 stars out of five stars,Whoever thought the spinning motion was a good idea was wrong. I am on tiktok a lot but I cannot stand the spinning of the video when I hit the back button. I can't watch anything without it hurting my eyes
2024/3/22,Rated 1 stars out of five stars,"HORRIBLE, I keep clicking on NOT INTERESTED IN ANY LIVE VIDEOS, and they keep popping up. So, now I'm going on the creator page, blocking them, then reporting it, but STILL I keep receiving live videos suggestions. don't waste your time. Ps: whatever their ROBOTS will answer back here, DON'T trust it."
2024/3/22,Rated 3 stars out of five stars,mediocre. the on screen buttons are so annoying. half the time I can't see what I am watching
2024/3/22,Rated 1 stars out of five stars,"Why did yall remove the watch history and comment history, they were so helpful please bring them back AND PLEASE STOP UPDATING YOUR GOSH DARN APP NO ONE ASKED FOR IT!!! Also fix the repost button please because I can't repost my comments anymore also I don't want to see what others reposted, I wake up with 99+ everyday thinking I blew up but its just some stupid reposts... Edit: BRING BACK THE OLD REPOST BUTTON GOSH DARN IT! Edit: I hate yall, BRING BACK THE OOD REPOST BUTTON!"
2024/3/22,Rated 1 stars out of five stars,The app has decided to just start constantly spinning the screen everytime I go to back out of a message or a menu screen
2024/3/22,Rated 2 stars out of five stars,So my only problem is the repost button I would to use the repost button but I don't have one and I've struggle with it for quite some time now
2024/3/22,Rated 5 stars out of five stars,"""TikTok provides an incredibly engaging platform where creativity knows no bounds. Its user-friendly interface, diverse content, and innovative features allow people worldwide to express themselves freely, connect with others, and showcase their talents in fun and exciting ways. The ability to explore various interests, trends, and cultures makes TikTok an addictive and enriching experience for users of all ages."""
2024/3/22,Rated 4 stars out of five stars,Overall the app has helped me push my creativity to the world through my animation page @Nutzoidstudios.. but the ability to pin comments has been a help to many creators and its a big disappointment that its been taken away. Many of us would want the feature back..
2024/3/22,Rated 3 stars out of five stars,"The Tik Tok app is addictive,whether you're sport person,comedy,marketing,learning,science,influencer everyone can get a content page based on what interest them. There are now people who making good money through this amazing app.I rate this app three star because I'm still trying to learn the app."
2024/3/22,Rated 4 stars out of five stars,"I wish that you add a feature that allows the user to go back to the video to which he replied in the TikTok chat, so that he doesn't have to scroll back up every time he replies to one of the videos sent to him."
2024/3/22,Rated 2 stars out of five stars,"Y'all have renamed my account & I can't call it up....it shows up sometimes on my new phone. TicToc almost always makes me laugh &/or think. I'm no techie --- I liked my old account better. Love all the animal pages! Current version is less interesting -- & the separate""search"" button is no longer on my main screen--so I cannot find OR forward any of the shows I love (Meidas Touch; fun animals & dog trainers; private estates in countries that have well-cared-for exotic pets; talk shows, music)"
2024/3/22,Rated 1 stars out of five stars,Flood your for you page with clips you arent interested in and will recycle them even when you click on the not interested button.
2024/3/22,Rated 1 stars out of five stars,"The in app notifications are annoying. The settings to turn them off dont work. I make one comment, and suddenly I get notified every 30 seconds that someone liked my comment. The number constantly being there is annoying as all hell. Please, fix this. I'll happily change my review if you do. I'm about to stop using the app due to this one issue. It's that bad. I know I can't be the only one wanting this feature to be fixed. Just let us silence them, please!!!"
2024/3/22,Rated 1 stars out of five stars,"We're constantly being bombarded with adds or promos that the app is trying to push. I don't want to have to close 5 different pop up things on the screen before actually getting to the regular videos. You're already close to getting completely shut down in the usa so how about you make the experience fun again instead of being like YouTube with all the adds. Also you have naked women on videos but you are way too harsh on individual comments, giving warnings all cause YOU don't like what's said"
2024/3/22,Rated 1 stars out of five stars,since they paid youtube to remove the dislike button and ads every second i think this deserves a 1 star since they are willingly wasting my time with something i already have
2024/3/22,Rated 1 stars out of five stars,"The button ""Not interested"" IS SO POINTLESS I HAVE JUST BEEN BLOCKING CREATORS TO STOP SEEING THEIR STUPID CONTENT please fix this. One star."
2024/3/22,Rated 1 stars out of five stars,"This app keeps comments promoting hate speech and removes the ones denouncing it. Hypocrites. I need unlimited blocks to actually see the content I am interested in, ""not interested"" function doesn't really work. I don't want to see that coin thingy, can't close it, opens up the promo. Make the coins smaller and the close button bigger"
2024/3/22,Rated 4 stars out of five stars,"Tiktok is used to donate help people as well as countries, learning different useful things, making new international friends, full filling people's dreams, making them famous,people earn a living by the use of their tiktok pages and many more things. Although I personally i haven't gained any thing in this tiktok app."
2024/3/22,Rated 2 stars out of five stars,"Theif application collects & steals your information while trying to force you to download & install viruses through the forced feed of live videos with links to other websites on the internet. The ""live videos"" all have links that open your Google apps & copy information. You're supposed to click the links but just swiping the screen activates the pop-ups & more. They force feed violence in the public pages & sends scamers to follow you & bother you nonstop with notifications & new followers."
2024/3/22,Rated 4 stars out of five stars,"Tiktok is a great app but I'm having an issue where I am unable to favorite videos and I do not have the option to change it to dark mode. I mean, I literally do not have a favorite or display button."
2024/3/22,Rated 4 stars out of five stars,Love tiktok but can you PLEASEEEEE add a feature to make it easier to scroll through your favorites because I have over 10k videos saved on there but after a while the videos start glitching or it sends me back to the top and it's annoying ð­
2024/3/22,Rated 1 stars out of five stars,"Please let us use the edit feature for all the tiktok videos we can make, including stitches and the like. I need to be able to edit out the awkward moments and such. Thanks! Low review to get their attention, hopefully."
2024/3/22,Rated 5 stars out of five stars,Loving the app but after awhile my videos weren't showing up on the for you page.
2024/3/22,Rated 1 stars out of five stars,This last update today is bad. My lives were not showing at the top of my screen and I still can't load any comment section
2024/3/22,Rated 5 stars out of five stars,"Goodl love this app! Navigating and uploading content is quite easy. However, I have filtered keywords to keep out some content that I don't prefer. They don't work for a living. Every time I accidentally click the live button (my mistake), the same lives show up, but they are specifically the keywords I filtered. I keep hitting ""not interested"" but they keep showing up. This is a minor inconvenience."
