date,rating,comment,Category,Sub-Level,
12-May-24,Rated 1 stars out of five stars,"The app was good, after the UI facelift, the Reverse language during translation is hidden to the top right menu button, which is more irritating than anything else, the whole point of using Google Translate is to be able to do it without interruption, anything useful hidden means angers and frustration. Who ever thought it was a good idea should resign from being a UX designer",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The app was superb until the recent update where they completely changed the UI, which now sucks. The most inconvenient part? I've to tap in the typing space to be able to see a small little history symbol on the top left. And what happens when I click on it? They have categorised my history into languages, like wow. And I don't need the typing space to cover my whole screen. Who's the product/UX guy who thought this kind of revamp was a good idea? Keep these in beta and AB tests, not the main v",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Add Feature Can Convert Capital Text into Small Text(English Text). No one Is proving Such type of Services. If any one is providing, then inform me.",Feature Requests,Features & UI,
12-May-24,Rated 5 stars out of five stars,"The best translator available, with good features. Suggestion: function that can translate videos online and offline, pictures on your screen, applications like video calling and offline speak function would be GREAT! The translattion is not perfect on few occasions when offline mode but good enough and I'm satisfied! Please keep up the good work.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Used to love it... Can't add to home screen. Requires to open play store, search already installed app from play store and then use the ""open"" button. Super annoying. I used to be able to have the app on my home screen, navigation was one touch and I'm there. Too many steps to enjoy it like before. However, this app displays in your native language how to pronounce the foreign language unlike some others that are similar to this. My rating is low because this is a downgrade from the previous",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,[edit] after uninstalling and reinstalling the functionality of [tap to translate] has been restored. however the floating icon stays on the screen permanently whereas before the Android 10 update it one could swipe it away. (Original) Would've been 5 stars before the recent (Android 10) update . ... recent update caused the [Tap to Translate] feature to stop working. ...,Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,Edit: I already know how to drag the bubble. I want it to appear every time I copy something like the older versions. ____ Please bring switching languages in the Floating Window Translate Menu back. Also it would be so good if the floating icon appears just after when I copy something. The floating icon shouldn't appear always when I turn it on. It should be on screen whenever I copy something. Please bring that feature back too!,Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"After I upgraded to android 10, the floating icon is no longer shows up when I highlight a word and it was quite disappointing. But I learnt that I can translate by highlighting the word/s and the option to translate will shows (but I have to copy the words to the writing section). if it not shows on the left side of the ""copy bar"" you might need to press the 3 dots. I learnt it after I reinstalled the app. don't know if that's possible before or without reinstalling it. Hope a better way soon.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"The ui/ux sucks, always switches keyboard layouts without and it cant configured. There is not clear way to open the translation details.. the ui is so minimalist that you would expect it to somehow naturally gives what you want but it does not. Edit: Also i am surprised that the reverse translation button is hidden in the three dots menu, thats one of the main features i personally use while translating. Probably it should be more prominent, not only when kbrd open",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"I've used this app for years and the floating icon was my favorite feature since 2016 or so. The way it works now is very uncomfortable, I always get distracted while reading because now I have to activate it manually. Not sure why this update was needed. At first I thought something is wrong with my phone and tried to reinstall the app, but turns out it wasn't just a lag? I hope the feature will be back :(",Feature Requests,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Super! Like the new UI! For those who suffer so much: just take one minute and learn the damn interface. It became more convenient to use, the buttons are bigger, the text is larger, synonyms are clickable now and the UI looks nice. Few wishes to the devs: place X button above the language chooser, add Paste button on the plain field (so we don't need to click on the screen to get it) and add the reverse button on the final translation screen so there is no need to go to the drop-down menu.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Was 4 stars untill this disaster of a UI update, firstly why are there 3 superfluous buttons taking up the bottom quarter of the screen. This is where tap to enter text should be. Second the handwriting button is moved to the top when it should sit above the keyboard. when I am entering text eg japanese and want to draw in kanji I have to click the top then move back to the bottom to draw. Thirdly there is too little space for results, results should also show pronounciation.",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"The new user interface sucks. It was ugly but practical before. I need a big delete button to quickly delete and write new text. After I send a text I can't switch between languages anymore, I have to go back first. Ana also now the language switch is at the bottom but it is better on the top of the screen to switch quickly. :-(",Feature Requests,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Brilliantly useful. I mainly use the camera feature to translate foreign text, such as paperwork I get at work that has parts in Italian and sometimes French that I have no idea about!! this app solves it! Also, when abroad it's useful to decode menus and signs. It probably has made me more lazy, rather than doing some research before I go abroad as to certain phrases and translations I now just rely on this app.. But that's the future baby!!",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"After recent update the very useful feature ""Tap to Translate"" became very useless. The badge is always showing on screen (why would I want it to?) And if I hide it, it doesn't reappear after copying text to clipboard, though ""Tap to Translate"" is turned on in settings.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,This new update is not good at all I want the older version of this app. It's not user-friendly anymore. In the previous version of this app we had fracture to copy any text and get the translation with even opening the app we still have the feature but now the floating window will always be on screen and that's not good the floating window should only pop up when we copy a text.,Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Hi Google, Can you please add the feature of Screen Translator for Mangas, comics, photos and simple texts on the spot, it will be much easier for us to use this app. Can you please add these features in it. I am refering you the Bubble screen translator also available on play store. But it has purchases for different languages. Please add these features, it will make your app more attractive and more useable for us. Thank you",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"User Interface is bad now for drawing Japanese Kanji. As of this writing, UI in screenshots in store, match an older version that worked great for this. The writing area was stretched to use most of the screen, and you could see suggestions on top. Now app relies on keyboard installed (app uses exact size as drawing area). If you want a bigger area, install a keyboard that can be resized, then resize everytime you need to draw. Gboard by Google can't be resized, so I had to install competition.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"It was a great app, but after they patched in the new update, the bubble head never goes off the screen. You have to switch off the feature completely for the bubble to go. So inconvenient when having to constantly switching on and off the setting instead of highlighting and a popup appears at the top of the screen.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"I downgraded my vote due to the tap to translate function is not working anymore in Android 10, I do not care if any other app can watch the clipboard (that was the excuse) it is better than just google: Add a permission for that as denied by default and let the user decides which app can access it, but no let's remove it and do not offer any alternative option. In chrome you can translate from contextual menu after a long press but is located in the last option is not intuitive and more steps.",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Pretty good and fast translation unlike others asking to register and pay monthly contribution bla bla. Problem to this app, it doesn't look professional by format. I get to see translation letters but not a sheet with the translation. Must say this kind of App should be available to everyone, all over the world. Brings the world easier and together. Would give 5 stars if visually looks better as/in a sheet with possibility of Editing, add words or comment and place picture and signature.",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"It's a very used app for me, I'm using it daily and for hours, translating new words that I hear from a movie its like opening 2 windows and translate during the watch time without quite the movie. But one thing I wish you guys to add and that is to add customizable collection that we can create to get groups of saved words that we want to review it fast to learn it later, without the need to search among hundreds of lines. Add a button next to each word in the favorite list that read the word",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,Horrible experiences after the new interface * Extremely hard to use tap to translate feature! Better u should avoid that feature! No use at all * translator works slow and needs extra 3-4 steps to complete a translation! Before it was just copy text it'll be translated! This updation is like modern era to stone age like! Better bring back the older version that we where using last 4 years!,Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,Edit: I already know how to drag the bubble. I want it to appear every time i copy something like the older versions. ____ Please bring switching languages in the Floating Window Translate Menu back. Also it would be so good if the floating icon appears just after when I copy something. The floating icon shouldn't appear always when I turn it on. It should be on screen whenever I copy something. Please bring that feature back too!,Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Google Translate already has a lot of progress. But it would be even better if you restore the translation icon feature that automatically appears on the screen after copying the text. In my opinion, that's more practical, than having to repeatedly swipe down the notification bar. Please fix it. Thank you.",Feature Requests,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Lads, all works great bit problem I experience is on phone device. Each time when try to move to the end of translating sentence to add something or continue there is small distance between close button and end of sentence. 90% of cases I press close and need to type all in again. Having it fixed would same time and husle. Thanks",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,Google translate is not the best going from English to Portuguese. In fact it makes many mistakes. I've used it for almost 4 months and have found many inconsistencies. The one feature I do love is the copy paste and the translator pops up which saves screen changes!!,Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"The pop icon isn't floating where I need, near to the palm, close to the finger, so that we can tap it more easily. As a left hander it's a problem that the app icon only floating on the right corner of the screen. I'm continuously using it since last year. I need it everyday for my profession, I await for it's better version but it's make me frustrated. We use your app, we inform about our problem but does anyone read our words and try to understand our problems. Try to add more language",Feature Requests,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Hey google! I have a suggestion : ""how about a feature to easily use google image translator (you know, scanning picture from a photo and let user / google automatically highlight the readable text) instead of capturing screen image and upload to google translate app, why not let the app use a floating and when activated the screen freeze and let the user select the text needed to translate?."" Thank you in advance!",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"horrible update, give us back the old features, it was a comfortable, fast and practical app, now it is cumbersome and it takes a long time to find the commands to complete a trivial translation. the window is also too high on almost all mobile phones, not displaying the commands to use it correctly.",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,Microphone button works very badly. It stops listening at the middle of the sentence and you need to start over. On a third or fourth try it does the job. Sometimes it ignores words or phrases as though you did not say anything. So instead I use keyboard's spech-to-text as it doesn't have any of these problems.,Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"New update makes this app useless... Previous to the update, it had many different features. It use to be a great app for language learners and had functionality that could be used in many different situations. Now it's a hollow shell of its former glory... Would only recommend for conversation translation now (and even that kinda sucks) Specifically for myself, I used it to help me learn Chinese. Now it's Pinyin functionality is near non-existent.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Interface is not really good. After importing a picture, if you want to change translation language, you have to re-import the picture after that. Also, would be nice to have an option to share an image from any other app into the translator and have it translate the image, as if you had imported it. Copy anywhere to translate is gone too - which was the key feature for me.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"I used to love this app. It is still useful but I, ike many others, are not pleased with the new update and new looking interface. The steps it takes just to get a quick translation is unnecessary. Also my floating icon frequently isappears... It never stays on my screen. I have to keep going into the app and reselecting it to appear. Overall I love this app because I need this app and because it's the most universal app for translation service. Please improve. Thank you in a",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"functional and helpful, but it would be more useful if a realtime translation feature available for a specific part of the screen, i mean whenever you see a foreign language mixed in an app or in a web or in a picture you can instantly call the translation function for it just like through the camera translation. if this feature already available please let me know. thank you",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"This latest update has really annoyed me. When I enabled the ""tab to translate"" option, the icon of the app shows up on the screen all the time. Which is really a annoying for me. Previous version of this app had a decent feature of when I copied any text, only then it showed up which was far better than current one.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"This app was great and I loved the tap to translate feature. It would popup when I copied text to the clipboard. Since updating to Android 10 on my Samsung S10, if I enable tap to translate, Google Translate is on the screen all the time, getting in the way, so I have to disable tap to translate. Please fix this.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The new UI is really bad for common use cases. Here's a common use case: 1. Open Grab Food (which often shows menu item in Thai script which I can't read) 2. Take screenshot 3. Switch to Google Translate, switch to Photo mode, select screenshot Repeat 2 and 3 multiple times to go through the entire menu and options This use case seems pretty typical to me. Yet it's extremely cumbersome. Please improve OS platform Integration. Adding Translate to the ""swipe up"" task switch UI would be great.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Response: The app has all permissions, you simply changed it so it wont allow to translate whats copied from the clipboard. Only text that is selectable can be easily translated, but not messages for examples. Why did you remove 'copy text to translate'? It worked perfect why did you remove that option and now we need to open the app and enable the bubble every time i wanna translate. Bring that feature back!",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"This is a very useful app for studies and travel, it even helps us to learn a new language.But there are two tiny problems 1-the translation can be a little too formal,cause if we are talking to a friend or acquaintance,it will sound too weird and ridiculous 2-in my opinion, Sanskrit will be a great addition to the app,cause there are many learning Sanskrit and the addition of Sanskrit language in the app would greatly affect the speed and accuracy of their learning. That is all",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"While I save words as a favourite this is not showing immediately in the list of saved words, and even the refresh button is also not working. To see the complete favourite words I had to sign out and then sign in. Please check and fix it. Kindly add the google complete dictionary feature in Google Translate. It will be more helpful.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"2023 update is the interface is still awful compared to the pre-2022 format. I dont use the app anymore as a result, its less performant than opening up the web mobile version of the site. The new update for the mobile interface is so bad that you're better off opening up Google translate in a mobile web browser instead of using the app. The app interface now hides all the useful/important features",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Text window too small when editing after translation.When I try to edit my text after reviewing the translation the edit box is tiny and at the top of the screen. Most of the screen is, wasted and its very difficult to edit the text. I cannot believe that Google would build an editor as poor as this. Is there a work around. surely there must be. If not, it need an aftermarket editor of some description. The editing window is shown below minus the popup keyboard",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Very useful for traveling/living abroad. The latest version has broken, ""tap to translate"" feature. The button that would pop up when you copied text then disappear when used is now there all the time. It's very annoying and had to be turned off.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Latest GUI sucks. Very bad ui experience. How can I install old good one? hey Team. I miss a lot one feature.Could you add ""phrasebook star"" feature on pop-up translation screen? It would be nice to have short way to add new words to phrasebook righ after: marking ->copy text/translate on pop-up translator window. 2. Would be nice to connect Word Coach with Google translator ""phrasebook"" :)",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Once upon a time you could easily full screen the translation. This is a critical feature, since you can't really increase the size of the translated text. I used this all the time to show people with poorer eyesight. Until this is fixed, this app is useless to me, and I'll use other translation apps, such as one from Microsoft.",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"So I've been using this app actively for 2 years now. Works fine and what I love is the scan option on camera, which is pretty neat. Since most of the time the instant translation takes too much time and stable hand. However, lately after updating the app, seems like the scan and import feature disappeared which left me with only instant translation feature which is totally confused me. How to make it visible again? Did you guys delete that function?? Why???",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Google translate is quite good actually there's still needs some improvement and the tap to translate is actually quite useful,but the problem I am facing is not text from apps but text from images, I wonder if you can also do the same to images to tap to translate so that I don't need to screenshot the image, go on Google assistant,tap on the Google lens,swipe to translate and then find the image and then repeat the process over and over.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Apparently the ""tap to translate"" feature has been doing this on and off since 2019, but please fix it... the icon is glued to my screen. I miss being able to copy text and having the icon appear only after something has been copied to my clipboard. I'm switching to a different translator until the dev team figures this out.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"2022 edit: I've been waiting **years** for fixes, now I give up and will move on to another app. This app is almost useless for manual translation: it doesn't allow lines (return on keyboard triggers translation instead of adding a line) and text area is only 2/5th of the whole screen. Additionally, send feedback to support ends up in a no-reply email, using the community is pointless (it's not monitored by google) and sending in-app feedback doesn't really highlight the problem.",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"The microphone button was better before. Now it requires extra taps between translations. And sometimes it only picks up the first few words. If you try to redo it with the same phrase, it'll continue to show only the same few words that it originally translated, no matter how much more you add on.",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"So this is great for txt translation and real time person interaction via the voice feature but WHAT WE REALLY NEED NOW is a feauture that is real time voice translation that is runs simultaneously with another app. When I'm on Insta or youtube & come across a page I really like but find out that they speak another language, it turns me away from following because I know that any videos or audio they post I cant understand. Please take this into consideration. This feature is so important!!!",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"It works very well. I have one request and one hate which is why it is not at 5 stars. Could you add a scan feature, that when you click scan it translates everything on the page? I think that would be very useful. A hate I have is when translating it will commanly make incorrect translates, it's ussaly only a few words but it still matters",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"I tested your suggestion: ""On the app - at the top left of the home screen, select Menu (the 3 horizontal lines) - Offline Translation. Ensure both of your languages are listed under “Downloaded Languages.�?Try turning on “Airplane Mode�?in your Android Settings to be completely offline. Hope that helps."" Apear this message: This feature isn't available offline.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"08.16.2022 Update REMOVED split screen support on Motorola Android Phones. DO NOT UPGRADE IF YOU HAVE A MOTO ANDROID CELL. Why remove functionality? I was previously able to watch any Video via whatever, & split the screen with Google Translate on the bottom. This enabled me to have real time translation & conversation depending on the languages used. * This seriously reeks of intentionally dumbing down of GT. PUSHING PIXEL 6 ""LIVE TRANSLATE"" Features IS MY GUESS! Enable Split Screen Support!!!",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"I use this app on many phones first on my note8 then 4Xl now my note10+ what i like most about the app is the tap to translate feature. except on the note8 tap to translate bubble only popped up when text was copied. That specific feature changed when I bought a pixel 4xl where the tap to translate bubble is floating on screen all the time. i switched to a note10+ hoped that the app would operate the same way as on note8. it doesnt please return feature to pop up, it is annoying otherwise",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"The dark feature for android 10 is way overdue and there is simply no reason why it shouldnt have been rolled out already .It spoils the user interface and the visual experience of users who use dark mode. Furthermore it should have been combined or direcetly linked with the new google recorder and transcription to offer a streamlined, maximized seamless usibility .....",Feature Requests,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Everything is pretty awesome. Thanks to the developers. But I hope if you guys make it possible to translate what is on the screen feature. If you guys did that, it will be really great. Because it is some kind of hard work to take a screen shot, import and to select the targeted texts/area to be translated. Thanks in advance.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"I can't write characters in Chinese mostly because with the ""draw"" feature I draw one line and IT MOVES OVER! I start drawing the character with one line and before I can finish it, also known as I take my finger off the screen! Please fix this. Once it is fixed I will change my star rating but it's really annoying.",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,One of the recent updates removed the feature where if you rotate into landscape mode the translation goes into full screen. I think that feature should be brought back. I used Google translate a lot with elderly people and having to translation large sized was extremely useful.,Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Unique and easy to use feature of this app was its floating icon which appears only when something was copied and disappears magically taking no extra space on homescreen, now either the floating icon is always there or it just got lost once dragged down. Just give us that previous feature of appearing only when something is copied and don't float unneccessarily on homescreen.",Feature Requests,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Most features are available in the Translate Website, but the camera feature... Yes! Super helpful live translation, although it does look a little weird and hard to read sometimes. You can also translate anything from a photo you made or translate something dialogue-like when someone else is talking to you.",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"Return the old UI or make something better and simpler as an update, otherwise becoming a ""downdate"". I finally made peace with the limitation of scan-translate and now there is this...duh But thanks for your service, anyway. Edit: With the new UI, you try to solve the scan-translate editing limitation. Now it is customizable with full screen. In addition, basic translate feature feels smoother than when it was first released. But still I gave a 4.499 star.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"This update is terrible the user interface is like it has been made for kids! What happend to my favourites? And where is my history, I used to have hundreds of them, now I've lost them all! Its now functionless and useless, totally featureless not happy at all!!! I can't stand Microsoft but now i will probably try them for something more functional!",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,I shouldn't need a separate app to translate images when the feature is advertised on this very store page. Not downloading a separate app for a feature that's promised in this one.,Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"The tap to translate feature is destroyed. Has probably to do with permissions in Android 10. But is not important bcs it was perfect and know it's a pain. Is your response a joke? or just a bot? The ""tap to translate feature"" has to be switched on and off if the button shall not float around on the screen all time.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"After installing Android 10, when the tap to translate is on, the app icon (similar to chat header from messenger) keep always on, over all apps. Before Android 10, this icon was appearing only after copying some text Tap to translate is a great feature, but it's so annoying to have the icon always on. Beside that, 5 stars. Please, fix.",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"I like this app, and used Everytime. Just one suggestion (want this feature in upcoming update), when I use this app 'Tap to Translate' feature, there should be a save or bookmark button on the pop-up window itself, so there is no need to go everytime in the app. Just tap to translate and from there on itself, a button should be ther - tap to save. :)",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"It asks for backup account every day. Besides, I would like to propose a feature, that would help me a lot. I translate between rus, eng and de very often, and it would be great, if I could select a mode of translation more easily. Buttons with most often used language destinations would help a lot",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,The formerly fantastic tap to translate feature has become utterly useless with the latest update. An always-on option is no option at all. Please find a work around and do not reply with a link that can't even be clicked on from within the Google Play app.,Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Everything was going great since the new update ruined it .... Tap to translate always stays on the screen and there is no option on the notification pannel each time i need to go into the settings and then needs to enable it again and if we don't hide it it's a lot of problem in using the phone , 2nd problem the voice input method always cuts between the sentence and eachtime don't input the 2 or 3 words of the sentence ... Tap to translate is really a mess right now should be solved asap.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The new update is really terrible. It includes a sleek looking but totally useless user interface, which every time makes me wonder whether I want to hassle with it - and becase of that I am using Google translate less and less. I have been in UI development for over 20 years, so I can confidently say this release should be rolled back",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"What have you DONE and why?? I used this app frequently now I miss some of the features even before a history was listed down now you have to stop writing and hit a button that brings you to another window. To many clicks for a simple translation, history was all listed in one screen during writing. Not my favourite anymore!",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Previous versions of tap to translate would pop up the icon whenever you copied something. The icon would then disappear after a few seconds. The latest version keeps the icon on the screen. Always. Can't get rid of it without disabling the feature, making the feature garbage and useless.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,Revision Jan 2023 From 5 to 1 star! Bring back the font size adjustment feature! App is not useful if you cant increase font size! Old review Finally able to communicate perfect Chinese to my hard of hearing 80 year old mother. Recently she suffered a injury to her back. The Google translate app has been a godsend during her recovery. With all the medical terms translated perfectly into Chinese it made recovery easy and comfortable!,Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Google just seem to LOVE reducing features and functionality. I miss non persistent bubbles to translate copied text but I had to adjust to a less convenient notification to do similar. Then the useful screen capture for translation (used to map to home) got removed, so I have to take awkward steps off taking a screenshot and enter the app to be able to translate sections of a page. Now Google Lens removed even that ability, with non selectable overlays, and dramatically worse translations. Bad!",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"1. In History , latest words by date should comes the top as well as it should be viewed first after sliding. 2. In history show the words by date as well as months in expanding manner. So If we have to view the words of any particular date (or month), we can simply tap that date(or month). As now all words are on same page which makes it difficult to go back long in history. 3. Please add a new feature in which we can create own multiple folders and simply add the words which we want to add.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The new update does not contain the most important features which is the automatic translation when I was copying any part of the text without entering each time to the home page, or the presence of translation icon is constantly on the mobile screen, which obscures the vision for some details or hinder the touch screen, please. How do I go back to the old version without updates!!",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"With the new update, they've taken away the feature where copying a text automatically pops up the app for translation. You now have to constantly have the app mini window open for this gesture to work which 8s inconvenient as it blocks the screen when you're not using it",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,It was great untill the last update several features has been stopped like instant translation when copying any text .. i sent several feeding back reports since update and no action from the developer so uninstalled and using the browser which so annoying because u have to split the screen . Hopw u fix it soon .. there are more advanced features with other applications .. u need to develop ur product u have more than 1 billion users .. regards,Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"In the past, if you just copied a word or a sentence to translate something, the automatic Google Translate icon would show up on the screen. At the end of the work, the Google Translate icon would go away again. Didn't show up. I really liked this feature. But since the new update, that feature is no longer working.I want a solution to this feature. And always having a floating icon on the display is very annoying.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,This could be such a good app for Google. The problem I have with it is that there's nothing else to do but translate and even then it's too fast. There's some people I had to translate for and they kept telling me to slow it down but there is no button to slow it down. I also wish there was a button that you can press each word and it tells you what it is except for just say the whole sentence. More features would be greatly appreciated.,Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"The app is very flexible, easy to use and it features a lot of language. But when I go offline, its not functioning anymore, even I already download the language. But its overall performance is really good, it really helped me to do my essays. Tyy",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"The fullscreen translation result feature is gone now. Really hope they add it back soon, as it helps when showing someone the translation or if the user is near-sighted!! Also, while doing picture translate, there's no quick swap languages if you already have the picture uploaded.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"After few months I tried again this app but I'm facing some problem as before, new UI is awesome but I don't like floating icon always in screen. It's unusual thing, even take more time in translation as before I was like to use when ""tap to translate"" settings on then only need to copy text and then appear a floating icon in screen and just need to tap on this icon and show's results easily I request you pls make setting as before so app will become more comfortable in use Pls fix it very soon",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Newest update is hot garbage. Removed swap button to quickly switch between to and from languages. Removed clear all history button. Removed feature that clipboard auto pasted and translated when you clicked the floating icon, nope you have to click icon, click text field, paste, and then click translate. It was 1000x more user friendly before the update.",Feature Requests,Features & UI,
12-May-24,Rated 5 stars out of five stars,"I LOVE the new UI! It's so smooth and simple, everything looks neat and cute!💖 I CAN'T THANK YOU ENOUGH!!💖 - But, would you please add a save ""star"" button for the Tap to Translate option? It would be much easier to save translated words without having to open the app itself. Thanks in advance.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"I got Problem with ""tap to translate"": the icon doesn't hide after the translation window has been closed. Instead, the the icon will remain floating in the screen continuously. When I try to hide the icon, I'm forced to hide it permanently unless activated again from the application or the fixed notification bar (which is also annoying that I can't have the option to remove as well). Please fix it as your application and this feature is very useful indeed. Thanks in advance. If fixed 5star",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,What happened to the feature that allowed displaying the translation in big text (esp. Chinese) when you rotated the phone to landscape? I read the other reviews and I see that the new design doesn't have a lot of things. I suspect it's now about being more profitable than functional?,Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,The most useful feature of this app is now gone. We can no longer turn our device in landscape to show text in fullscreen. That was incredibly useful when traveling and communicating with locals. Now we can't do this anymore. This app is just another basic dictionary now.,Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"I use to like Google translate, until they changed it. Now it doesn't have quick translate, unless you want it always floating around on your screen.... It's no longer convenient. I wish I never updated it. Now I use Yandex translator, they seemed to have improved, and it's more correct.",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"I can say before the latest update it was the best app ever in my phone but new update disable the most useful features that when you copy a text Google translate appeared and copied and translated automatically but now you have to have the bottom always appear on your screen or you will miss the features of immediate translation, I wish it works like before",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,App has lost many key and useful features. It's almost useless now. Suitable for grammar schooler but not adults. Oversimplified. What were you thinking? I searched alternatives and Microsoft Translate looks to be viable with most of the features this app previously had.,Feature Requests,Features & UI,
