date,rating,comment,,,
20-Mar-24,Rated 2 stars out of five stars,"Well was a very, very nice app but after different updates it's not. Well first of all I can't listen to specific parts of songs also if I wana repeat that song still I can't. Also the premium version of it is going high priced. It was used to be my favourite app but now it's now. PLEASE, ITS MY HUMBLE REQUEST TO CHANGE ONLY THIS FEATURE otherwise it's a great app. I hope it will be changed soon.😔😶😁😶😔",,,
20-Mar-24,Rated 3 stars out of five stars,The podcast interface is extremely frustrating. If I'm playing a certain podcast I want to keep playing it. I don't want a random other podcast I listen to to play.,,,
20-Mar-24,Rated 1 stars out of five stars,Love Spotify. All my problems were addressed. Satisfied customer! Thats what i thought at least. But spotify stopped pulling money on my pay dates and screwed up a payment. As this was happening it resumed ads all over. Also dont like how i cant unfollow podcasts or change the order of what shows up in the top 8 choices menu. Getting tired of all the problems. Hope they stop now.,,,
20-Mar-24,Rated 1 stars out of five stars,"This is still the slowest app. Has to connect to internet before it shows anything. downloaded content stops playing when Internet is flaky. keeps deleting downloaded content. randomisation of playlists is not really random (buttons once was fun, but 3 times in 5 hrs when you have another 20 hrs to choose from). music album switches back to podcast queue. pod queue additions are not a podc I've listened to before. can't block or delete pod suggestions & down vote does nothing. Improve or we move",,,
20-Mar-24,Rated 2 stars out of five stars,"Multiple restarts, reinstalls on a Pixel but the app constantly stops working. Sometimes it will play a full song, other times it play stop within 10 seconds, other times the song won't play at all. App features and controls work on an emotional schedule.",,,
20-Mar-24,Rated 1 stars out of five stars,Lots of simple features like the ability to play the music you actually choose are locked behind a paywall. Less songs have lyrics and you listen to more ads than actual music. Might aswell just call it an Ad Streaming Service rather than a Music Streaming service. Spotify is definitely going downhill if they don't get their act together cause they are opening the doors for better options.,,,
20-Mar-24,Rated 1 stars out of five stars,"Wish there was an option for 0 stars. After the new update you cannot: - Use the green line to get ahead or move back in a song - cannot select what song we wanna play in our own playlist - ""come back tomorrow to listen to more music"" is a feature added which is unfair - now you cannot create queues Usually apps look forward to better their application, but here we have Spotify downgrading the app. I'm Leaving Spotify for apple Music and so should you. p.s ads occurrence have been doubled.",,,
20-Mar-24,Rated 1 stars out of five stars,"I wish I could give this app five stars. I have a premium account and use it daily. But for some reason Spotify feels the need to change and remove features. No, I don't want ""smart shuffle,"" I want the radio from playlist that always existed. Why was it removed? Why was the ""like"" system changed to the ""plus"" system? I don't get it. Stop removing and changing features that everyone uses. At this point it's clear Spotify doesn't care about its users. Going to cancel my account if nothing changes",,,
20-Mar-24,Rated 2 stars out of five stars,Spotify used to be great 2 years old but somehow from last few months I have been noticing that some of my songs from my playlist have been disappearing automatically which is why I'm thinking about reliability issues with Spotify hence I'm moving to YT Music and will slowly Migrate to it once I get used to it's interface or maybe use both but YT music much than Spotify.. my suggestion is please work on the UI part now as it's not on Spot nowadays.,,,
20-Mar-24,Rated 3 stars out of five stars,"I noticed while playing with Hondalink, when I break or slow down, the volume is lowering on its own. It doesn't happen with Samsung music app, and I wonder if it's a safety feature but it's a bit vexing at times. Also, not casting to Google Home properly. Why is there so much going on lately for premium users?",,,
20-Mar-24,Rated 1 stars out of five stars,"Honestly it's tiring to listen to music on this app. Every update makes the app less user friendly and simple features like playing the song that WE want are not provided, and don't get me started on the ads. The app is extremely annoying. Please make this app as it was before. Please.",,,
20-Mar-24,Rated 1 stars out of five stars,I own the premium ill say that outright. But lately while on data pr wifi when I enter spotify while its open in another tab it just closes out of what I was listening to. Often tells me there's no internet connection when im on unlimited data. I would hate to move money to another app but of you can't fix whats going on then ill take MY money elsewhere :) (update) music will no longer automatically play despite my settings saying so,,,
20-Mar-24,Rated 1 stars out of five stars,"The app is stupid: firstly, the app on phone is bad, has no repeat button after like 10 days of use, and starts playing random songs instead of the one I pressed on. The app forces you to get premium,with no actual trial, just to steal your money on a useless software, the app is useless! Useless! Literally, and some songs can't even play and they often glitch because the app is not even properly working. Fix your app or else I'm leaving it. SERIOUSLY FIX IT. only 1 star.",,,
20-Mar-24,Rated 1 stars out of five stars,Spotify is recommending podcasts I dont want or like on my home page and there is no way to remove them. Still having issues with spotify's own long form ads being served before and during podcasts. Advertisement reads every 10-15 min on top of the podcasters own sponsors. Still being served full page in app ads for content that i do not want and does not fit my listening profiles.,,,
20-Mar-24,Rated 4 stars out of five stars,"I love this app and I've been using it every day to play my favourite songs and music. But there's one problem. When I play the song that I wanted to listen to, it plays a different song that I had never heard before; but when I tap on the shuffle button to stop listening to unwanted music, it keeps asking me to pay for the premium plan. But if I remember correctly, I never had this issue before. So please is there any way you can fix this issue for me or is there any way I can do to stop this?",,,
20-Mar-24,Rated 1 stars out of five stars,"It ""was"" a good app before when it did not have any 'only premium membership' features. It does not allow us to forward or backward the song,go back to the previous song,too many ads. If they improve the faults of the app ,I will give a 5 star and also recommend it to my friends.",,,
20-Mar-24,Rated 1 stars out of five stars,Can we get the heart button its hard to identify what I'm adding to in the locked screen. If it's new in my Playlist as a recommendation or if I added it to my liked list. Can we get notification if some songs are delisted or removed from playlist I have like 600+ song in my Playlist and at this point I can't keep track on the song being removed or remade because of licensing issues. Instead of having my info shared with other sites to find duplicate song can premium user have a tool to this.,,,
20-Mar-24,Rated 3 stars out of five stars,This is World's best ever app to listen music but i have something bad news that is when I updated my Spotify then it getting error sometimes and I fell kind soo angery n the song is also started form beginning.. I hope u will fix this. And when I updated this app there is so amazing new features but when I wants to see the lyrics of any song there is no any lyrics of any song this happens in every song pls help mee..🥲🥲🥹,,,
20-Mar-24,Rated 2 stars out of five stars,"I don't like sponsored content. Great that podcasts are going to be your next profitable business model, but I'm a paying subscriber for the music. I pay to not be subjected to advertising in playlist AND app.",,,
20-Mar-24,Rated 3 stars out of five stars,"I have problem removing a song from the playlist directly from the song window. I compared the menu option of Spotify in my Samsung against my husband Spotify on his iPhone and noticed that there is no ""Remove from playlist"" line. It doesn't make sense. if I have 1000 songs, does that mean I have to scroll 999 song to find the one to remove from? I tried uninstalling and re-installing and it is still the same.",,,
20-Mar-24,Rated 1 stars out of five stars,"This app has become so bad, it was great before, but after the update you can't even listen to songs properly, there are ads almost after every song, it doesn't let the reverse the song or skip it, and to listen to some part of song you have to play the whole song again. Like if I am not a premium user then I have no features available, this app is so annoying it forces people to buy premium.",,,
20-Mar-24,Rated 1 stars out of five stars,"The UI of the Homepage is just horrible! Spotify consistently shows Playlists and Albums I played back in November 2023, Christmas Playlists, though I am currently NOT playing any of these that are shown. There is no Resfresh or Update button, and really WE who pay full price should be able to pick what we want showing. The app IS for us!!!! Wakeup overthere Spotify!!!!",,,
20-Mar-24,Rated 2 stars out of five stars,"Could've been so much better if it had no ads. How low can you be to add ads on a literal music player? I get that that Spotify allows us users to reach far and wide the catalog, but still, its a music player. Also, how is toggling the shuffle button a ""premium"" feature?",,,
20-Mar-24,Rated 1 stars out of five stars,"Spotify is a good platform.But you can't make all features 'premium' and irritate users.Want to play a song, the app says, 'No, listen to what I play for you, unless you upgrade to premium'. What nonsense? Earlier ads in free version were acceptable to tell people about the advantages of premium. But now this is too much. If you are having a free variant, I will use it till am convinced of premium. You can't bulldoze people into buying premium, by putting restrictions on each action in the app.",,,
20-Mar-24,Rated 1 stars out of five stars,"Bad Experience I wish I Could Give 0 Or Minus Rating Only Reason is Its Full Of Advertisements and for every simple thing we need premium subscription. They have literally made every basic feature a PREMIUM feature, forcing us for premium. The free version of this app is practically unusable. For example : skips and shuffling of playlist and even basic features like rewinding the song. Thanks spotify for letting us play and pause music at this momemt. Poor creators of this app. TERRIBLE SERVICE!",,,
20-Mar-24,Rated 4 stars out of five stars,Thank you for fixing said issue. Wondering if my songs not popping up in my pull-down menu is a user error or the app?? I've tried restarting my phone & closing out apps amongst other things.,,,
20-Mar-24,Rated 5 stars out of five stars,"Please add a sort by setting named ""oldest to newest"" you'd think they would've made a way to organize and reorganize your Playlist or like lists already. Keep the option to have them like by age. But also a way to have it editable",,,
20-Mar-24,Rated 4 stars out of five stars,Everything is good.... but I cannot control or adjust the part where I want to listen in a particular song... its like you've freezed the adjusting button and now cannot listen to the favourite part of the particular song... if you need to you have to hear it from the beginning.... please fix that as soon as you can,,,
20-Mar-24,Rated 1 stars out of five stars,"At this point, i only use it because I've had it for so long. Its not good anymore. The radio feature is useless, shuffle isn't very effective either. Discovering new music is so much harder than it used to be. If you don't already have years put into your account, then put the effort in to find one better platform",,,
20-Mar-24,Rated 2 stars out of five stars,"The mobile experience is not on par with the desktop app's. I love Spotify, but this makes me NOT want to get Spotify Premium. /EDIT 2/9/24: They have improved the app slightly, but you still can't play a song on repeat - which is such a basic feature...",,,
20-Mar-24,Rated 4 stars out of five stars,"Although it does not have ALL of my music selection, and by that I mean literally just a handful of overseas music (compared to Apple Music which does), I like the ""smart shuffle"" feature a lot. Apple Music doesn't have this feature which is heavily lacking on their part.",,,
20-Mar-24,Rated 1 stars out of five stars,"i really dont understand whats the point of offering new updates that make the user experience worse with each update. i cant even add playlists to my profile anymore. i settled, accepted so many features being removed over the years. even bought premium and was a loyal customer for years but it does not even make sense anymore and makes me wonder if i should reconsider moving from a platform ive used for over 10 years to something minimalistic like Apple Music. PLEASE STOP RUINING THE UX!!!",,,
20-Mar-24,Rated 2 stars out of five stars,My mixes aren't playing anymore. When I type in one song it normally shuffles through songs. But now it just plays that one song & that's it. What is happening. I don't want the suggested mixes that's on the main page. I just want a random mix from the song I type up... please no more updates.,,,
20-Mar-24,Rated 2 stars out of five stars,"They fixed a lot. But now you can't see if someone else already added the same song to a shared playlist. This used to be standard, but ofcourse they removed a useful feature again. Just so they can make you happy once more when they add it back in.",,,
20-Mar-24,Rated 2 stars out of five stars,"I wanted to listen to a SPECIFIC song but then it play another song I wanted to listen to an album but it plays a song from ANOTHER ALBUM I can't skip of fast forward the song but I can't on my tablet, IPad but I usually use my phone so it's VERY annoying and please add a ""listen to only the added song"" choice because I want to listen to my favorite song album but it always play something I don't add",,,
20-Mar-24,Rated 1 stars out of five stars,"Lame the app has new features which we cannot skip songs and only listen into shuffle is so stupid, also what's the meaning of making a playlist when can't play it accordingly, the app has turned into a total nonsense. Can't even rewind the song and what if anyone wants to hear it again? Seriously destroyed your own goodwill and users",,,
20-Mar-24,Rated 1 stars out of five stars,"If zero was an option that would be the score. Due to a google smart lock issue I cannot use the app on my phone, my tablet, or even my wife's phone. I have tried multiple supposed fixes with none working. So all I can do is log in on a browser and see all the music I can't listen to.",,,
20-Mar-24,Rated 2 stars out of five stars,"18/12/23 Didn't even update the app and the features already changed itself since today. No seeker bar, no direct song play, songs can't be played from the beginning. 23/1/24 Updated the app today. Now I can play what I want, but seeker bar and loop options are unavailable without a valid reason. Still a stupid app, honestly.",,,
20-Mar-24,Rated 2 stars out of five stars,"I love it at first time but there are few reasons to hate it now 1. Cannot move foward or backwards 2. After few skips it cannot skip anymore and not giving the song of the choice 3.Lyrics also not showing all the time Please do it the same again I just want to enjoy songs just bcuz of those features, it makes it irritating 😡😡",,,
20-Mar-24,Rated 1 stars out of five stars,"Seems to getting worse not better. I rensinstalled everything. Eventually got logged back in - which took ages because the login function wasn't working. Now along with the seach function not working half the time the home page studio frequently doesn't appear. i just get But the useless message of ""something went wrong, try again"". Or it says its offline, check internet connection. But then it will pay something from another menu. Apple Music costs the same now.......",,,
20-Mar-24,Rated 1 stars out of five stars,"Stability on the app has been horrible, closing by itself, the menu freezing, skipping songs at will, turning on and off shuffle, changing playlists by itself. Random freezes Jesus I didn't think I'd make this a one star but really? Top up and limits to audio books? Even after paying for a family plan ?",,,
20-Mar-24,Rated 5 stars out of five stars,"-After years of listening to music on YouTube I finally got a Spotify Duo with my wife. Experience is much better. The recommendation algorithm is just superb. The more I use spotify, the better it knows what type of music to recommend depending on my moo",,,
20-Mar-24,Rated 1 stars out of five stars,"Intermediately it's 'no-video-while-in-motion' feature, that can't be disabled, regardless if you happen to b the one driving or not. Will prevent Joe rogans podcast from playing at all. Even if you alrdy have the episode downloaded. It happens often enough, that lighting my money on fire would provide me with more entertainment than giving it to this company. Canceling my membership",,,
20-Mar-24,Rated 1 stars out of five stars,"Cannot sort ""your episodes"" in order released, which is inconvenient as it seems logical to listed to podcasts in order they were released. When sorting by release date, the queue plays the most recently released episode first. It looks like there was a sort button at some time but it has been removed.",,,
20-Mar-24,Rated 2 stars out of five stars,"I'm a premium subscriber, and for the past few weeks I haven't been able to access my downloaded albums offline. All I get is a loading screen. I can access downloaded playlists just fine, though. Everything was great before this feature became glitchy for me.",,,
20-Mar-24,Rated 2 stars out of five stars,"Audio books skip two or three chapters ahead if you press the 15 second button a couple of times. Sometimes I have to jump back around 30 seconds if I miss something and when I press the buttons, it can often then skip ahead several chapters? Very frustrating.",,,
20-Mar-24,Rated 1 stars out of five stars,I have been literally using this app for almost 3 years and have been a loyal subject up until now. But the new update totaly sucks! Like literally they removed basic features of a music app. Now this app has became a total shaddy business platform. Having literally 2/3 adds after each 2 songs was hardly tolerable till now but now i can't even repeat a song of my will. This app has totally became a money grabber now. I'm changing my music platform already and I'm not interested in your premium!!,,,
20-Mar-24,Rated 3 stars out of five stars,Would rate higher if those making the music were paid fairly. I'm rating 3 for overall convenience and that it serves mine & families' needs but I hate the model overall. When I do find a more equitable workable model for artists that has a good price point & family sharing option I'll go for it,,,
20-Mar-24,Rated 3 stars out of five stars,"Very good quality, great for making playlists and finding songs. However, sometimes the same ad will play two/three times in a row and it's so irritating, also one feature I absolutely hate is when you're trying to listen to your own playlists and it makes you listen to 'suggested songs', you could use all your free skips and still not be able to listen to the songs you want to. Very frustrating.",,,
20-Mar-24,Rated 2 stars out of five stars,"It's fairly user friendly and has some nice features. There is an extremely irritating bug where audio will cut out while music continues to play for seemingly no reason at random intervals, with restarting the app being the only way to fix it. Makes me want to cancel premium (which is pretty expensive) considering how unreliable the music player is. Other than that it's alright.",,,
20-Mar-24,Rated 1 stars out of five stars,"All these updates just ruined the experience for me. The push to make people switch to premium is very blatant. I will now look for another alternative to play music. I have paid for premium in the past to access offline Playlists while traveling. Otherwise, I didn't mind the occasional ad on my curated playlists. However, they keep moving free features to the Premium pay wall, and now the free version is an ad-ridden shell of what it used to be. Pass.",,,
20-Mar-24,Rated 1 stars out of five stars,"It used to be the best app. Music, podcast everything used to be so good. But with each update the app keeps getting worse than before. The app transformed from best to worst. They're literally forcing people to get premium. The basic features of every music app is premium in this app. You can't rewind or replay any song. You can't play your playlist in order. There's not even a proper shuffle of your playlist, other songs just pop up outside from your playlist.",,,
20-Mar-24,Rated 1 stars out of five stars,"Disgusting.. I must admit that I am disappointed with the recent update. It seems that the app has transitioned into a paid version, as I am now unable to skip songs, select specific songs from my playlist, or even rewind a song if I want to replay a particular section. This lack of functionality is quite frustrating. Additionally, I am unable to switch off shuffle mode, further adding to my dissatisfaction... and even the number of adds is now 2 from 1 and very frequently",,,
20-Mar-24,Rated 1 stars out of five stars,"Spotify used to be my go-to music streaming platform. I used to listen to spotify all the time. I've been a freemium user ever since, and even though there were always many ads, they were tolerable. At least I was getting the basic features one would expect a music streaming service to offer, but now, I can't even skip to a specific part of a song, can't even replay the same song, shuffle or order my queue anymore. Sure spotify has an unsustainable business model. It's completely unusable now.",,,
20-Mar-24,Rated 1 stars out of five stars,"Worstt application... Can't play anything without getting stuck with stupid features. Can't rewind, fast-forward, can't play the song from the desired part, can't play on repeat. You REQUIRE to BUY the subscription in order to unlock even the basic features. Annoying Frustrating and totally useless. It was the best music application before the latest updates.",,,
20-Mar-24,Rated 1 stars out of five stars,"Yeah, this app has only proven to be a Trojan Horse. I've had the app downloaded on my phone for about 2 months, and in just that amount of time, Premium features have overtaken everything. I can't listen to my own music uninterrupted, I can't pick which song to play when I feel like it, I can't delete songs, skip songs, replay songs, I can't even open the playlists I spent so hard on. The only way to combat this is to use Spotify on my laptop. This app went from useful to useless very quickly.",,,
20-Mar-24,Rated 1 stars out of five stars,"When turning off shuffle, my liked songs list restarts at the beginning. I want to continue where I am as I'm in the mood for that section of my collection. Down motion is too sensitive. When swiping through music it think I want to leave the window when I don't. Free version has ads with random garbage thrown in. Want classic jazz? Have some explicit rap. This wasn't the case in the past and I don't know why it's changed. The app is becoming unfriendly regardless if you're premium or free.",,,
20-Mar-24,Rated 3 stars out of five stars,"Offline downloads work well. But there's a lot of issues with this app. For some reason I can't shuffle all my saved music, I have to manually add everything into a playlist and add new things Everytime. This is really unbelievable that I can't just shuffle my library. Should be a basic feature of any music player The UI feels kinda claustrophobic and empty at the same time, it's really odd and It never feels like I'm getting a good view of anything.",,,
20-Mar-24,Rated 4 stars out of five stars,Absolutely amazing. All the songs that I could possibly want! (I have the premium plan) Edit: I would love it of there was a bug report button or page IN THE APP ITSELF because lately I've been having some pretty big issues. Here are a few of them. my audio will cut out mid song. All of my music will delete and redownload which uses A LOT of my data. I'm not sure if this is a bug but downloaded playlists will take forever to load in. I would put a few more but I'm running out of characters.,,,
20-Mar-24,Rated 3 stars out of five stars,Hey! I has using this amazing apps since 2 years. It has multiple songs options and podcasts. Let me say my own experience about the app; yeah it's right that there are many songs available and etc etc... but since the new update came all basic features are not there. it is so annoying. Spotify team please give us all basic features which are very important. Now days the ads are receiving so much . We can't either switch the way we like to listen. This is not fair!! 😐😑,,,
20-Mar-24,Rated 4 stars out of five stars,"Great app overall,but I do have some complaints. Why did you guys make listening to the songs in order a premium feature? I hate it when it just turns into a random song and it's getting really annoying. It's a small change,so I don't know how that would benefit you. Also,why did you guys remove the player thing? The feature where you can change which part the song is by moving the sliding thing or pressing the lyrics? And the translation thing as well Please fix this. I miss old Spotify:(",,,
20-Mar-24,Rated 4 stars out of five stars,"Excellent so far, and I'm finding it simple to use. I usually search for music but did find a playlist that really suits my tastes. Keep up the good work! There is a new, very annoying feature now though. If I listen to an album it doesn't finish at the last track. The album plays from the beginning again, and that's with autoplay off.",,,
20-Mar-24,Rated 2 stars out of five stars,"Been using Spotify for a long time so I haven't moved out to a different software but at times I am very tempted to do so. I like the interface and what it offers but, the algorithm isn't what it used to be only gives me the same genre now as suggestions it used to give me a playlist with a good mix. What really drove me to write this review is that the audio goes out every 30 seconds then I have to hit pause then play again. I cleared the cache then works for a few.",,,
20-Mar-24,Rated 3 stars out of five stars,"The latest update is glitchy as all get out, it plays a random playlist as soon as it connects to my car Bluetooth and keeps crashing while I'm driving. Also very frustrated with the change to showing downloaded releases separately when you click on an artist—I want to be able to shuffle my favorite artists' whole discography that I've liked, not just pick specific albums. And while I'm at it, smart shuffle is a huge pain; I never want it on, and there's no way to disable the button.",,,
20-Mar-24,Rated 4 stars out of five stars,"It's an amazing app with the premium Spotify, it has incredible features, though, it would be cool to see on what playlists a song is added in all Spotify, it should pretty easy to implement seeing how the development APIs work, just have access to that it would be cool. The free version of the app it ain't so bad on computer and console devices, on phone, you can't choose the song and ads are more frequent. If you love music and don't mind having randomized the songs, this is a wonderful app.",,,
20-Mar-24,Rated 1 stars out of five stars,"Rarely works correctly anymore. Started glitching out when playing, pausing and refusing to play again, forcing me to reset my phone just to make it work right. When connected to a PS4, it commonly says the scene is blocked and music can't be played, the scene isn't actually blocked and the app has to be manually opened to reset the ""feature"". When connected to car speakers it will refuse to play, making you hit the play button over and over again. This is just a short list of issues too.",,,
20-Mar-24,Rated 1 stars out of five stars,"Down to 2.0 ratings!? Deserved it!! It used to be my favourite music streaming app, but with the latest update, it's nothing more than trash. Seeking, playing previous/next songs, these are the basic features of a music streaming application, the BASIC!! All this for premium!? I mean wht!? I've already uninstalled it, and pretty sure others have too. Hope it changes soon. Again, it was the worst decision, Spotify India!!",,,
20-Mar-24,Rated 1 stars out of five stars,"Shuffle has been a feature in media devices and software since the 80's, Spotify thinks it's premium which tells me they don't have much to offer when they charge for basics. Playing 6 songs in a row off one album is not a cultivated playlist. I've tried this app every so often since it's release and it's nevwr introduced me to a new artist despite entering in music ranging from hundreds of years ago to last week. Everytime I try it, I think YouTube music does it better which is a low bar.",,,
20-Mar-24,Rated 1 stars out of five stars,"The free version has beend downgraded to the point where we cant rewind,shuffle as we wish listen to a particular part on a song and alao there's ad between each song. And I don't know if this a new ""feature"" on the free version or if it's just a technical difficulty but I'm not able to veiw lyrics to songs anymore!?!? I'm honestly not at all satisfied with spotify's service, it's just an app full of ads to get users to buy premium and very minimal features that just suck at this point!!",,,
20-Mar-24,Rated 2 stars out of five stars,"This used to be a 5 star app. As a premium subscriber for over a decade this app has been deteriorating in quality on both Android and desktop for over a year now. Lots of features are broken, you are randomly booted offline, playback stops, playlists and albums don't load, no animations, jittery screens, etc. Yes, I've cleaned my cache and yes I have the latest updates and the newest device. This is a problem with the app. If it doesn't improve in a month I will probably cancel my premium. 😔",,,
20-Mar-24,Rated 3 stars out of five stars,"I've been a customer for years and I like the music availability as well as the algorithm for new song recommendations. The interface is simple and easy to navigate. I like how easy it is to make collaborative playlists. I am very displeased with the shuffle function as it always plays the same songs in the same order no matter what I do, and that is making my experience dull and disappointing. If shuffle were fixed, I'd rate 5 stars.",,,
20-Mar-24,Rated 1 stars out of five stars,I really liked the app for playing podcasts while running or hiking. For this reason I needed to download the selected podcasts to my phone. Now this important feature sometimes works but mostly not. The app really became useless. Plus. It was much easier to add or remove podcasts to a list in the past. The process became complicated recently and needs more steps to remove a podcast from a list. Why ruin something that worked well in the past?,,,
20-Mar-24,Rated 2 stars out of five stars,"Latest app (Jan 2024) is a huge downgrade in experience. They removed the Heart button to mark a song as a favorite. It is only be a playlist called Liked Songs now. You can add a song to that playlist, but it's more clicks if it's in another album/playlist in your Library (not ideal if driving), and more importantly, I can't have/see favorite songs within a playlist, or otherwise see songs that I've marked as a favorite on my various playlists. So the whole concept of ""favorite songs"" is gone.",,,
20-Mar-24,Rated 1 stars out of five stars,"The app was good till the latest update. Now I can't play the songs i want on repeat or in sequence. Random songs play due to the ""magic shuffle"" feature. This all seems to be a ploy to get people to buy the Premium subscription model. Well, no thank you. Amazon Music is way better now! Plus there's always YouTube. Your greed for money is going to lead to your downfall Spotify!",,,
20-Mar-24,Rated 2 stars out of five stars,"I've seen other people's reviews and it seems like yhey're having the same issue as me. Lets say I want to create a playlist... I can create one but adding songs to it is a nightmare. Now, apart from that, let's say I already have a pre-filled playlist with all my wanted songs there. When I press the totally 100% working 'Play ▶️' button, it plays A RANDOM SONG THAT ISN'T IN THE PLAYLIST... Devs need to fix this mobile app issue - it's just too mad annoying.",,,
20-Mar-24,Rated 1 stars out of five stars,"The app was pretty superb and was my favourite music streaming app. The problem arises when even basic features restricted in Basic Mode. Additionally, sometimes music stops playing in between, I don't know why. Sometimes, music starts playing out of nowhere when connected to headphones or earphones. These all are acceptable, but the main issue is song recommendation, its has became so bad, literally it has degraded so much in past 4 months.I am a student and ready to pay Rs300-350 for 1 yr plan",,,
20-Mar-24,Rated 1 stars out of five stars,"Driving mode is dangerous! No matter what you click, the app randomly does one of the following: Play a random episode from a podcast (starting at a random time), pause, or skip to the next episode. No button does what its supposed to. Its impossible to select episodes or even pause (the pause button also does one of the random actions listed previously). Outside of driving mode the app functions normally. UPDATE: Tried to contact Spotify support as requested, only AI support is available.",,,
20-Mar-24,Rated 3 stars out of five stars,"Missing obvious features. You can't normalize the sound output, so that all songs are equal volume, or to limit loud sections blasting your ears after you turn it up for quiet sections. You also have to manually mark songs and playlists for offline listening; It should be pretty straightforward to auto-download playlists I've saved to my library, and remove the least recently listened ones when running out of room.",,,
20-Mar-24,Rated 2 stars out of five stars,"Spotify was my go to app for listening to songs, I didn't mind waiting through the ads for a minute or two often, but recently the removal of QUEUE feature has been a major letdown. I can no longer arrange the songs according to my mood- which is indeed a MAJOR letdown since that's what we listen to songs for. I really hope the developer and the team bring back the feature. It's no surprise how quickly Spotify is losing its popularity and ratings. A major disappointment from my comfort app",,,
20-Mar-24,Rated 1 stars out of five stars,It used to be great music app but now it's all about money 🤑 they are literally forcing users to opt for premium. Now you can't even choose the song you want to listen and can't skip songs. It only give few chances and stop . And to use this features you have to opt for premium account. Now I am so done with it that I am installing this useless app 😌,,,
20-Mar-24,Rated 1 stars out of five stars,"The new update is the definition of corporate greed. I get introducing brand new features that are paid-only, but to make 99% of the features *already available* paid-only? 🤡 Wow, atp the app is not free at all. Can't even select tracks on my own playlist, can't skip, can't select shuffle modes. And the ads! It's basically an app for listening to ads now with a couple of minutes of music in between once in a while. What a joke!",,,
20-Mar-24,Rated 1 stars out of five stars,"You guys are normally awesome so I feel slightly guilty leaving a 1 star review but I wanted your attention!! The new layout for podcasts SUCKS. Change it back plz. It used to make sense. Now it's like drive thru menus. All pictures, less info. Very frustrating. Some of us listen to more than 3 podcasts a week. We aren't children, we don't need bigger and more colorful pictures. This is an AUDIO platform! I much prefer ease of access to the sea of information!!",,,
20-Mar-24,Rated 1 stars out of five stars,"The last few updates have been wretched. Why are you changing things that are eorking perfectly? The like ""playlist"", liking songs, the shuffle feature, randomly deciding not to work, the hugely long load times, and the disasterous adding songs to playlists and unliking them, all major issues! I can only like songs from the push-notification, and have to go through a major rigmarole to do so otherwise!",,,
20-Mar-24,Rated 4 stars out of five stars,"Overall very good app. I have very little experience with the free plan, as I use premium. I love the new AI DJ feature, and I would reccomend that in the future you should be able to tell it what you want to listen to, and it reccomend songs based on that, but it's very good. The only issue I have is that if a pause my music and don't return to it for a while, when I do come back to it, the current song that I was listening to doesn't play until I skip and then go back. Thanks spotify ❤️💯",,,
20-Mar-24,Rated 2 stars out of five stars,"Still my go-to music app but definitely not perfect. The UI has gotten consistently busier and less intuitive over time and only the features/content you've accessed recently are immediately available for use, so everything else is hidden away and mostly unusable. Now, the Joe Rogan Experience (I never have or will be a fan) is being suggested to me at the top of my screen above my own ""Recently Played."" There's no way to remove that suggestion as of now. You'll be hearing from me, Spotify.",,,
20-Mar-24,Rated 1 stars out of five stars,"They like to unhide every song I've ever hidden. All the time. It's tiring. Hiding songs is how I keep track of what playlists I've been through and which ones I haven't. Every time I rate this, they suggest all these fixes and it never helps. I've been having issues with this since the hide feature was first rolled out. Something obviously needs fixed and I'm getting tired of mentioning it.",,,
20-Mar-24,Rated 3 stars out of five stars,The app really needs to be optimized for offline use. I have to force stop the app 2 or 3 times before I can access my offline episodes or music I've downloaded. It's quite aggravating. Also my remove liked song button is missing when I click the 3 dots next to any song. I know it's missing because I can see it an a different person's phone when they click the same 3 dots. Why would it be different when we have the same phone?,,,
20-Mar-24,Rated 1 stars out of five stars,"This was my favorite music app and we could even use it without Premium but now you need Spotify Premium for literally everything, for every feature. It doesn't even show the lyrics, You can't even replay a part of a song and some more features are there that shouldn't be a Premium feature and should be available for every user. I hope that the company fixes this problem otherwise there will be no option for me other than, to delete the app. This is too much now. 😠",,,
20-Mar-24,Rated 1 stars out of five stars,I am really disappointed with the latest update. I copied my playlist from another app to Spotify just a few days ago. After the latest update you have even disabled basic features of the app. You could have stopped playing the music only if you wanted to promote premium that much. Even after playing an ad saying 30 min uninterrupted music. It starts giving ads just after 10 mins. What the !!!,,,
20-Mar-24,Rated 2 stars out of five stars,"It's a good app for streaming but on mobile unless you have premium it's fairly glitchy and not that great. Also with the time capsule feature, the question prompts only exist when you add the songs. When you unlock that playlist the following year, it only has the songs in it, which I understand but I feel that it would make it more entertaining to see what the question was and how you had previously selected a song to suit it. Though that is a minor critique.",,,
20-Mar-24,Rated 2 stars out of five stars,"Very slow and unresponsive. Takes ages to load anything, even a downloaded playlist. Always says no internet connection available, want to try and search for something??? Don't be foolish, it doesn't do anything. Playback is weird, keeps shuffling random songs into my playlists, even tho that feature is disabled... Overall a really frustrating experience",,,
20-Mar-24,Rated 3 stars out of five stars,"Three stars given almost entirely due to the extreme convenience of Spotify. They lose points for paying artists almost nothing for the listen time they generate. They lose points for app usability. Systems like the search are awful to use. Menuing is clunky. Offline systems barely function, when they work at all. Subscriptions are overpriced. Spotify constantly shoves their recommendations into the queues, and rarely learn better patterns, even over a year of use. Very convenient and easy tho.",,,
